DISTINCT_MIRNA_HAIRPINS_ACCUMULATED_COUNT	Example_101	Example_102	Example_103	Example_109	Example_110	Example_111	Example_117	Example_118	Example_119	Example_125	Example_126	Example_127	Example_133	Example_134	Example_135	Example_141	Example_142	Example_143	Example_201
367	1452129	1451531	1155893	948621	956808	1159594	1056815	942626	1219568	1029100	709473	1000704	1254284	936262	813537	1357769	927748		5474762
368	1464697	1459300	1155893	986885	991870	1177669	1056815	950029	1220168	1055605	709473	1007140	1261400	938244	826607	1365640	927748		5474762
369	1495046	1512465	1189678	1026526	1003751	1216383	1056815	952090	1235941	1080216	709473	1016171	1271549	942495	841686	1367306	943243		5474762
370	1495792	1512465	1190057	1031083	1038998	1227071	1056815	952090	1241206	1087525	709473	1055103	1274829	954964	842854	1402135	970095		5474762
371	1549121	1537363	1190057	1054877	1071363	1291072	1056815	969552	1246969	1101362	709473	1122718	1278378	955174	844476	1414707	975132		5474762
372	1585917	1574272	1190057	1054877	1071363	1292845	1056815	969926	1246969	1102982	709473	1130138	1278904	985325	872675	1445985	988312		5474762
373	1629984	1579902	1190057	1054877	1071363	1318296	1056815	983472	1264500	1104675	709473	1142907	1295271	990959	872756	1463134	990135		5474762
374	1683309	1595550	1190057	1054877	1071363	1318996	1056815	983472	1300724	1105796	709473	1150947	1295271	990959	890372	1498528	991209		5474762
375	1692391	1610266	1190057	1054877	1071363	1336679	1056815	1028049	1300724	1123619	709473	1155117	1295271	1012109	891694	1504464	997543		5474762
376	1692578	1674213	1190057	1054877	1071363	1347289	1056815	1049834	1300724	1148992	709473	1156567	1295271	1072589	926208	1507270	999305		5474762
377	1711432	1683699	1190057	1054877	1071363	1347289	1056815	1063545	1360499	1148992	709473	1197989	1295271	1074100	973185	1507270	1006826		5474762
378	1742932	1720715	1190057	1054877	1071363	1347289	1090564	1092184	1406872	1194150	709473	1221868	1295271	1085635	979313	1508078	1034684		5492733
379	1742932	1722875	1190057	1054877	1071363	1347289	1097316	1104502	1420314	1219560	720975	1236327	1295271	1091553	993706	1537767	1056464		5575085
380	1778467	1738252	1190057	1054877	1071363	1347289	1097741	1104669	1430815	1230388	727080	1238655	1295271	1115007	997117	1556565	1056464		5654364
381	1782652	1773234	1190057	1054877	1071363	1347289	1097741	1106493	1450312	1236548	754206	1244819	1295271	1135228	1001151	1558265	1080057		5654364
382	1789763	1829017	1190109	1054877	1071363	1347289	1127204	1109885	1460120	1236548	760425	1272500	1295271	1165438	1008344	1558980	1107615		5654364
383	1795959	1829017	1216553	1054877	1071363	1347289	1149688	1124494	1471878	1236548	775599	1272500	1295271	1165438	1017898	1583216	1110488		5828431
384	1801024	1829017	1332884	1054877	1071363	1347289	1169591	1124590	1495707	1261617	849755	1285507	1320422	1167879	1018706	1599450	1120373		6006401
385	1801388	1829017	1362052	1054877	1086388	1347289	1176851	1137340	1515661	1288327	852026	1297097	1337568	1192867	1052838	1646536	1139311		6017543
386	1820840	1829017	1391482	1057495	1094722	1347289	1178799	1140680	1518067	1300937	862429	1305417	1354417	1245006	1087490	1696226	1144067		6089294
387	1850752	1829017	1412817	1062016	1101840	1370258	1188882	1142964	1530015	1313358	862533	1308201	1406013	1299165	1146826	1706936	1177352		6089294
388	1864337	1829017	1442144	1155072	1134337	1380398	1212446	1186356	1530015	1327250	880540	1308201	1413816	1305887	1149299	1714635	1185406		6153674
389	1880372	1829017	1442595	1165922	1139134	1420058	1216223	1186356	1530015	1347124	880540	1308201	1413911	1308733	1175194	1714635	1231234		6163320
390	1886511	1829017	1450686	1171445	1159334	1420080	1224863	1186356	1530015	1357933	882569	1314556	1430802	1321991	1199227	1772711	1278652		6402987
391	1918006	1829017	1462910	1181131	1160704	1463833	1244685	1226409	1530015	1362554	886903	1318273	1464059	1334761	1199227	1789583	1290044		6412397
392	1970935	1829017	1462910	1202469	1169860	1463833	1251824	1243440	1530015	1362554	910487	1359928	1473475	1345583	1203419	1807156	1296487		6460172
393	2002688	1829017	1466550	1206772	1190771	1473964	1253259	1243440	1530015	1450744	950121	1369599	1491685	1365472	1216901	1819132	1302498		6483322
394	2031594	1829017	1500118	1208610	1210528	1473964	1287142	1285201	1530015	1458364	956675	1383220	1509848	1390598	1239093	1843702	1322360		6495624
395	2086134	1829017	1541902	1212852	1274876	1473964	1291035	1339018	1530015	1497096	966513	1439157	1518776	1390598	1248762	1854796	1324087		6603039
396	2101966	1878437	1585230	1213951	1289809	1473964	1294446	1340299	1530015	1497096	999563	1445623	1520324	1390598	1280268	1865613	1336891		6650895
397	2107974	1909325	1611886	1220371	1303711	1474353	1297902	1395944	1530015	1501774	999563	1462023	1547126	1390598	1282104	1872388	1338766		6664135
398	2113095	1953904	1646182	1222436	1367056	1492096	1314415	1400176	1530015	1585786	999563	1480175	1549061	1414093	1283000	1880317	1341722		6684789
399	2113095	2108149	1646182	1224735	1408288	1504040	1345052	1425510	1530015	1587500	1007582	1525907	1561410	1428376	1305334	1900565	1365736		6684789
400	2132485	2187704	1660339	1239687	1449906	1504040	1366469	1472223	1530015	1589838	1027149	1538801	1568370	1450339	1305334	1913420	1383094		6684789
401	2209850	2190469	1661874	1245391	1465121	1511475	1440429	1513684	1544736	1590330	1027478	1579001	1572618	1464819	1305334	1970724	1399785		6774473
402	2209850	2201266	1697472	1273361	1501405	1511475	1471456	1524020	1627124	1626534	1037260	1603204	1581589	1477101	1305334	1982495	1416163		6787244
403	2255404	2221148	1697499	1279262	1520220	1511475	1490356	1524803	1665477	1632619	1071602	1609878	1587290	1485506	1305334	2023774	1468706		6787244
404	2264215	2230400	1706103	1300313	1520220	1511475	1490356	1524803	1665477	1653953	1082730	1628325	1598161	1488765	1305334	2129007	1468706		6792332
405	2271822	2234135	1742315	1323926	1520220	1511475	1490356	1524803	1665477	1655358	1087500	1693692	1606542	1508258	1305334	2135380	1543012		6889783
406	2271822	2270841	1780428	1331204	1520220	1511475	1490356	1526811	1681902	1673814	1116193	1694720	1624552	1508258	1305334	2195609	1552540		6889783
407	2313794	2285240	1792729	1334818	1520220	1511475	1490356	1597423	1685069	1673814	1136729	1799543	1624552	1508258	1305334	2195609	1567655		7009361
408	2350495	2330204	1810369	1349051	1520220	1511475	1490356	1620312	1689959	1687998	1145163	1812755	1637063	1508258	1305334	2195609	1567655		7152584
409	2408570	2343114	1824001	1358465	1520220	1511475	1490356	1627308	1692561	1704388	1149119	1815821	1665432	1508258	1305334	2195609	1567655		7383712
410	2422490	2355893	1878220	1385857	1520220	1511475	1490356	1628326	1729446	1717977	1156853	1865323	1665432	1508258	1305334	2272396	1623446		7387041
411	2428879	2361934	1886221	1391805	1520220	1511475	1490356	1650255	1750787	1718594	1158116	1879510	1665432	1508258	1305334	2363857	1659177		7516892
412	2497375	2422469	1898377	1391805	1520220	1511475	1490356	1692297	1801117	1722462	1159667	1903394	1665432	1508258	1305334	2389029	1660744		7634139
413	2569528	2422469	1917878	1391805	1520220	1526103	1490356	1719035	1834121	1741243	1231584	1909812	1665432	1508258	1326190	2421185	1663818		7667724
414	2592447	2422469	1924195	1394073	1520220	1608659	1490356	1724691	1879054	1782132	1269806	1977165	1665432	1508258	1397031	2477733	1700501		8136450
415	2612847	2422469	1926514	1394087	1520220	1633321	1490356	1758250	1881708	1782132	1275818	2053190	1665432	1508258	1429257	2482435	1711327		8136450
416	2622779	2422469	1932070	1489950	1520220	1634094	1490356	1763547	1895693	1782132	1303020	2053710	1665432	1530532	1434802	2524744	1732349		8169274
417	2651299	2422469	1963529	1490388	1520220	1643015	1490356	1776340	1928940	1782132	1303688	2053710	1665432	1549151	1453620	2526284	1776380		8169274
418	2656780	2422469	1965156	1509425	1538078	1651203	1528250	1796556	1931196	1782132	1336522	2100415	1665432	1563429	1459424	2586787	1874788		8169274
419	2659433	2422469	2005406	1619013	1542926	1651203	1529090	1808309	1967342	1782132	1346768	2141021	1665432	1587044	1480769	2601725	1899097		8242941
420	2693030	2422469	2014054	1645944	1571660	1712459	1543492	1822072	2051088	1782132	1349445	2141222	1665432	1615519	1511639	2609866	1916517		8352749
421	2701712	2422469	2014054	1645944	1586487	1712459	1551339	1843716	2054092	1782132	1349800	2173656	1665432	1615519	1517465	2641560	1929439		8506675
422	2708291	2422469	2014054	1646698	1599082	1716857	1556353	1845212	2073776	1782132	1371657	2174378	1665432	1615519	1572310	2645738	2006613		8629839
423	2714494	2458399	2014054	1667822	1623919	1761728	1576825	1860075	2102674	1782132	1377314	2188148	1665432	1615519	1583455	2795307	2025435		8775942
424	2734810	2492242	2014054	1696607	1664146	1776677	1578530	1872492	2123479	1782132	1412765	2223236	1665432	1615519	1613260	2860682	2025435		8924392
425	2785578	2510186	2014054	1734953	1678411	1783050	1591290	1872492	2171076	1801281	1425593	2235176	1707774	1615519	1667727	2879516	2031863		9341593
426	2841066	2516049	2014054	1735427	1679975	1783050	1608916	1872492	2173510	1809323	1435473	2320214	1707774	1615519	1668231	2905403	2061977		9600223
427	2927302	2523708	2014054	1779148	1688254	1816351	1626810	1872492	2268241	1831221	1443366	2360894	1750730	1615519	1691933	2933423	2071567		9837417
428	2970113	2532423	2014054	1791684	1692849	1861952	1642644	1872492	2294649	1843090	1456313	2407834	1850357	1615519	1692068	2964639	2097344		9888522
429	2977385	2550164	2014054	1795472	1709311	1863856	1659200	1872492	2321464	1846383	1470900	2433914	1857109	1615519	1692116	2970892	2114217		9948855
430	2997031	2550164	2014054	1797428	1739101	1882649	1680033	1872492	2427325	1968609	1472450	2442897	1858167	1615519	1694792	3060350	2158361		10053478
431	3040577	2550164	2014054	1909606	1747706	1885350	1766136	1872492	2583634	2016322	1493385	2476318	1880683	1615519	1730520	3060350	2160477		10207665
432	3054562	2550164	2014054	1918995	1759612	1909659	1766777	1872492	2627544	2048482	1515971	2480778	1883527	1615519	1730520	3060350	2271277		10272361
433	3075037	2550164	2014054	1928050	1766019	1909659	1783939	1872492	2682646	2074978	1580445	2487086	1890652	1615519	1730890	3060350	2297892		10334852
434	3141377	2591963	2014054	1928050	1789902	1927387	1783939	1872492	2684740	2075724	1613066	2577823	1903358	1615519	1730890	3060350	2320536		10468205
435	3173375	2645128	2014054	1928050	1805869	1928478	1819710	1910268	2764714	2136074	1624526	2656614	1922991	1615519	1730890	3065677	2343104		10711727
436	3244633	2685336	2040036	1928050	1822840	1930497	1837015	1921193	2786269	2136074	1628937	2660962	1950930	1643023	1744492	3069656	2347794		10798350
437	3284323	2717081	2223771	1928050	1886495	1994895	1898050	1933143	2880603	2154759	1634439	2662476	1986602	1704361	1764054	3083541	2361491		10798350
438	3352512	2741486	2291895	1941502	1893362	1994895	1935967	2019958	2898937	2168077	1647129	2663125	1987575	1712674	1765429	3120450	2361491		10798350
439	3369746	2776519	2325355	1941502	1894929	1994895	1944587	2044059	2904946	2269709	1699526	2671904	1999708	1768861	1798062	3134597	2401763		10798350
440	3397624	2824349	2330935	1965677	1904916	1994895	1978639	2115139	2906613	2285480	1726288	2679278	2013895	1783662	1811307	3139413	2414462		10798350
441	3397624	2845265	2337403	1987139	1935688	1994895	2038372	2169795	2915575	2351600	1726418	2702894	2025597	1787984	1835717	3148368	2478241		10798350
442	3432633	2864598	2341884	1997130	1949979	1994895	2041709	2185983	2949272	2351600	1739673	2709054	2027821	1818019	1854298	3152391	2493832		10798350
443	3477351	2953855	2436904	2000062	2036696	2011530	2069461	2198997	2960110	2351600	1752616	2710406	2047250	1833003	1861301	3152391	2516625		10798350
444	3492246	2977965	2586169	2000062	2050220	2035087	2074805	2208430	2984940	2351600	1779536	2764419	2047250	1849879	1895277	3153850	2522265		10798350
445	3529168	3000236	2586169	2000062	2073977	2062751	2087702	2208430	2991028	2380934	1794272	2804581	2047250	1868973	1917175	3168399	2550257		10798350
446	3550389	3029159	2608090	2000062	2077117	2120680	2095182	2216915	3012345	2391125	1838378	2865483	2050573	1883406	1929120	3179273	2665411		10798350
447	3566728	3121442	2622027	2000062	2135485	2124993	2114928	2216915	3071728	2454107	1895964	2911507	2061105	1918525	1933444	3190675	2702701		10800920
448	3690445	3137560	2640991	2000062	2153231	2136994	2209390	2227588	3080466	2467509	1917471	2921984	2082043	1999004	1941398	3280120	2702910		10816641
449	3690445	3227136	2654990	2000062	2163629	2137463	2253568	2284464	3227122	2548050	1939768	2921984	2087810	2011845	2074726	3324870	2804638		10849623
450	3766007	3265357	2684621	2000062	2191139	2187676	2265942	2306876	3227122	2549393	1958286	2921984	2163442	2033585	2141857	3412320	2808437		11165260
451	3867522	3274645	2711345	2000062	2207025	2195717	2289797	2311633	3259952	2563344	1963052	2921984	2207591	2098798	2182150	3467661	2837992		11197224
452	3887353	3274645	2752259	2000062	2217082	2227585	2297527	2321970	3276506	2658387	1973049	2921984	2248656	2202386	2214760	3506791	2865352		11275925
453	3906530	3329324	2785627	2000062	2246331	2233621	2404448	2374787	3302234	2733425	1975158	2921984	2387356	2365215	2230476	3536083	2899664		11534114
