#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
HG01104	AMR	AMR	0.0000	0.0008	0.7499	0.0000	0.2493	3.6303	4.3607	6.1412	3.3193	1.7170
NA12760	EUR	EUR	0.0000	0.0000	0.0033	0.0000	0.9967	0.7531	12.7939	4.5471	9.9969	0.4964
HG00343	EUR	EUR	0.0000	0.0000	0.0048	0.0000	0.9952	-0.1805	8.9862	6.8295	9.2098	3.7702
HG01850	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.8445	-44.4802	2.2226	8.1447	1.8608
HG01107	AMR	AMR	0.0000	0.0082	0.9918	0.0000	0.0000	13.4593	2.3438	7.0033	2.3381	2.2640
NA18648	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6101	-43.0146	3.0922	7.2908	4.3781
NA20892	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6775	-5.6769	-18.5944	-5.3480	4.7514
HG02582	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.2897	-17.4129	1.1297	1.7317	3.9410
HG01846	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.2090	-42.8794	0.0763	7.4550	-1.4304
HG03117	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.0821	-15.8274	-0.1916	2.0177	0.9222
NA19005	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-6.3548	-43.9205	2.8059	6.9122	11.8338
HG02147	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-6.9228	-22.5492	23.6064	-34.9104	-0.0783
HG01852	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0290	-43.0398	0.2971	8.6163	-2.4978
NA18545	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3098	-44.4462	2.8215	7.5971	4.4693
NA19063	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8496	-43.6339	1.9011	7.1972	8.2735
NA12155	EUR	EUR	0.0000	0.0000	0.0166	0.0000	0.9834	0.6245	13.6465	5.6487	9.3953	1.4602
HG03280	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.3512	-17.6439	-0.3740	1.2243	0.8447
HG02155	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1282	-45.0811	2.1305	7.4088	-3.1098
HG01510	EUR	EUR	0.0000	0.0000	0.0436	0.0000	0.9564	1.4434	11.9177	4.3716	9.3757	-2.2280
HG04144	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5187	-8.3216	-16.8853	-3.0172	2.1791
NA19328	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.7667	-16.8297	-0.4405	3.2198	2.2106
HG03234	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4503	-2.4230	-14.9283	-1.0175	3.1255
HG01556	AMR	AMR	0.0000	0.0148	0.9852	0.0000	0.0000	12.6484	-5.8490	9.7232	-6.6389	7.8938
NA19379	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.4330	-15.9618	0.5825	1.7066	2.0559
NA20899	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.1037	-4.8447	-19.1117	-5.6475	2.4284
NA20296	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	48.2478	-11.8498	0.5881	3.4932	4.5157
HG01305	AMR	AMR	0.0000	0.0000	0.9931	0.0000	0.0069	8.3448	1.0772	9.4614	-2.0250	5.2214
HG02121	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.0374	-43.3484	-0.5841	7.9603	0.2007
HG01459	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	1.3658	-4.2398	12.2814	-9.3303	1.1782
HG03858	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6927	-9.4324	-19.6550	-3.9539	-0.1753
HG01372	AMR	AMR	0.0000	0.0002	0.9998	0.0000	0.0000	0.4178	-0.6819	13.1296	-6.9668	1.4385
NA21097	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3478	-4.0094	-18.0207	-3.5443	2.2149
HG00177	EUR	EUR	0.0000	0.0000	0.2556	0.0000	0.7444	-2.0471	6.8492	7.2062	8.5000	4.4214
HG02150	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-9.2889	-22.6448	23.4795	-36.7007	3.7638
NA19310	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.0993	-17.9911	-1.1278	1.1478	2.1243
HG03934	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4495	-11.3493	-14.7195	-4.4003	-0.1762
HG03926	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.2011	-13.5183	-16.8842	-2.0093	1.4679
NA18970	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2676	-44.0850	2.9895	7.5753	6.4300
HG02081	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7141	-43.4619	0.0576	8.0907	-2.9520
HG03643	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0393	-7.9493	-20.2020	-3.0418	4.6383
HG02571	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.7546	-16.9949	-0.4493	2.5042	1.9622
HG04210	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0186	-8.7105	-20.4217	-5.9685	-0.2862
NA21111	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2831	-4.5059	-20.7345	-7.4867	6.4953
HG00327	EUR	EUR	0.0000	0.0000	0.0042	0.0000	0.9958	-0.7419	9.1894	6.2980	9.0009	0.6788
HG02281	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.0861	-14.7023	0.0746	1.8849	3.4067
NA10851	EUR	EUR	0.0000	0.0000	0.0056	0.0000	0.9944	0.1530	13.9099	6.4252	9.0903	2.3875
HG01506	EUR	EUR	0.0000	0.0000	0.0099	0.0000	0.9901	2.3535	13.2190	3.9188	8.9863	2.1367
HG01530	EUR	EUR	0.0000	0.0000	0.0176	0.0000	0.9824	2.3071	12.9636	5.1929	11.3931	0.5070
HG01766	EUR	EUR	0.0000	0.0000	0.0330	0.0000	0.9670	1.8915	12.5268	5.7820	9.0255	1.4302
NA20772	EUR	EUR	0.0000	0.0000	0.0180	0.0000	0.9820	2.4617	10.9179	3.4406	8.9337	0.3331
HG00472	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2423	-44.4764	2.6724	8.7243	5.7904
NA19146	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.6784	-18.0905	-0.1298	0.5655	5.6700
HG02597	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9855	-0.0564	-13.2114	-2.7660	2.1185
HG03163	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.9058	-17.9519	-0.3895	2.2745	3.6415
HG01796	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.9119	-44.8485	0.5251	8.2222	-3.2806
HG01089	AMR	AMR	0.0000	0.0000	0.9882	0.0000	0.0118	9.3329	1.8500	6.7879	2.4180	4.2501
HG03937	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3000	-11.3320	-16.8296	-4.4577	1.2156
HG00536	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.2480	-45.4684	1.9622	5.7489	3.4682
HG01986	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	54.9852	-13.8424	1.8893	2.6556	3.5400
NA19669	AMR	AMR	0.0000	0.0002	0.9997	0.0000	0.0000	-0.6025	-0.5826	7.7359	-5.2084	0.3261
NA12003	EUR	EUR	0.0000	0.0000	0.0738	0.0000	0.9262	-0.1571	12.0475	6.0758	7.1548	0.3009
HG03714	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6079	-4.8651	-14.7364	-0.6660	3.6729
HG03391	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5564	-19.2057	-1.2076	1.3396	1.1943
HG04100	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.0846	-8.0052	-18.5745	-6.2720	-0.9116
HG01786	EUR	EUR	0.0000	0.0000	0.0267	0.0000	0.9733	2.8385	12.9066	6.1415	9.1050	4.6822
NA19923	AFR	AFR	0.0000	0.9971	0.0029	0.0000	0.0000	38.6812	-7.0713	1.6397	2.4284	3.4386
NA18853	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.8945	-17.7839	-0.1696	1.9728	2.9612
HG03774	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.4401	-7.7965	-20.4073	-4.3500	2.4077
HG00683	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.5272	-44.0129	0.9354	7.4351	-0.1180
HG01492	AMR	AMR	0.0000	0.0025	0.9971	0.0003	0.0000	1.4785	3.6873	8.0692	-0.5488	3.7593
HG00375	EUR	EUR	0.0000	0.0000	0.0242	0.0000	0.9758	0.7953	8.6754	5.9627	8.3251	5.4157
HG03925	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.1029	-11.4056	-16.5269	-3.9269	3.5088
HG00590	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1631	-44.8465	1.1658	9.0701	5.5147
NA20785	EUR	EUR	0.0000	0.0000	0.0030	0.0000	0.9970	0.1254	12.2289	3.8293	8.3838	3.6883
HG03039	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5791	-17.1756	-0.6659	2.9113	2.9448
NA20586	EUR	EUR	0.0000	0.0000	0.0138	0.0000	0.9862	2.0770	14.3813	4.1601	8.1542	0.5520
NA20757	EUR	EUR	0.0000	0.0000	0.0017	0.0000	0.9983	1.7102	11.3344	4.3092	9.7976	1.2623
HG00231	EUR	EUR	0.0000	0.0000	0.0028	0.0000	0.9972	-0.5397	12.4022	6.3088	7.0937	3.1415
NA07347	EUR	EUR	0.0000	0.0000	0.0317	0.0000	0.9683	0.6963	14.6491	5.1559	9.2096	5.1027
HG03744	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.5719	-9.1919	-17.4619	-4.1369	1.8600
HG01256	AMR	AMR	0.0000	0.0000	0.6907	0.0000	0.3093	0.4728	5.8410	9.1886	2.0377	1.0527
HG01133	EUR	AMR	0.0000	0.0000	0.0801	0.0000	0.9199	1.8599	6.0008	6.8454	2.3419	0.7199
NA11930	EUR	EUR	0.0000	0.0000	0.0133	0.0000	0.9867	0.8428	10.5330	3.9471	9.3430	5.4259
NA20812	EUR	EUR	0.0000	0.0000	0.0135	0.0000	0.9865	0.4744	11.5757	3.4515	9.0197	3.1609
HG03803	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3033	-11.8097	-15.6278	-1.1569	3.5058
NA07051	EUR	EUR	0.0000	0.0000	0.0110	0.0000	0.9890	-0.2876	12.0940	4.9130	9.0433	5.6012
NA19213	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.6336	-18.6901	1.4489	0.1439	-1.3526
NA19121	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2042	-18.8378	-1.2805	0.9022	4.0051
HG00276	EUR	EUR	0.0000	0.0000	0.0071	0.0000	0.9929	-1.6058	9.0294	5.0265	5.9674	5.9893
NA18629	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.6509	-42.9464	3.7266	6.4388	5.2415
HG01757	EUR	EUR	0.0001	0.0000	0.2594	0.0000	0.7405	0.7341	11.0930	4.0839	10.3413	0.7186
HG02016	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8319	-39.2890	-1.3029	6.2086	-0.4986
NA18640	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2493	-44.4288	3.2668	6.6829	2.9487
HG03940	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8327	-10.1228	-20.0778	-3.7643	1.1562
NA19152	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9439	-17.7587	-1.1965	1.3499	2.0796
HG01841	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.1139	-44.1700	0.3634	6.3794	-2.2422
HG02976	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9188	-17.9221	0.2221	0.7253	2.6643
HG01704	EUR	EUR	0.0000	0.0000	0.0175	0.0000	0.9825	3.7112	10.9516	3.7699	7.7816	3.3758
HG03130	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.0312	-18.8628	0.0033	1.7042	0.6257
NA19771	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	0.3077	-7.8922	14.0290	-12.6686	3.1078
HG01067	AMR	AMR	0.0000	0.0000	0.9999	0.0001	0.0000	6.0672	3.4285	6.7979	3.8827	4.4151
HG02190	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9998	-44.9565	0.0165	8.2766	-2.2388
HG00157	EUR	EUR	0.0000	0.0000	0.0026	0.0000	0.9974	0.4540	10.9855	6.8836	9.7239	3.4205
NA19153	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.8786	-17.0317	0.4694	2.2742	1.9799
HG01061	AMR	AMR	0.0000	0.0000	0.9982	0.0000	0.0018	3.5158	6.4146	9.6065	3.0425	5.8893
NA19198	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.5175	-17.1380	0.3640	1.1130	0.4005
HG01927	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-8.7153	-22.0843	22.1213	-36.9113	-1.1300
HG02485	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	45.2016	-9.6645	0.9366	2.1030	3.2994
NA20876	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7319	-5.2736	-18.5003	-5.1986	6.0305
NA20763	EUR	EUR	0.0000	0.0000	0.0109	0.0000	0.9891	0.0532	12.7352	5.9151	10.6475	-2.7630
HG00345	EUR	EUR	0.0000	0.0000	0.0614	0.0000	0.9386	-0.5238	8.6178	6.1605	7.7064	3.8040
NA20340	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	53.1283	-13.8569	0.0066	2.2263	2.1603
HG01326	EUR	AMR	0.0000	0.0000	0.3769	0.0000	0.6231	5.9093	4.0487	9.0445	0.1537	5.3423
HG02164	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2973	-43.4746	1.9728	8.1464	-4.8093
HG01673	EUR	EUR	0.0000	0.0000	0.0073	0.0000	0.9927	0.9712	13.0013	4.7627	10.1639	-1.3388
HG02891	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.0389	-17.1496	0.5314	2.2747	3.1881
HG01938	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-7.8608	-24.0368	23.8323	-40.4759	3.1441
HG02232	EUR	EUR	0.0000	0.0000	0.0009	0.0000	0.9991	2.1150	12.9889	5.8766	10.4819	3.3157
HG02878	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.0138	-18.4325	0.5004	1.3026	2.9638
HG00596	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3628	-46.1191	0.8939	6.9784	3.8496
NA18609	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9702	-41.1166	2.1382	6.4460	4.4613
HG01504	EUR	EUR	0.0000	0.0000	0.0321	0.0000	0.9679	1.5771	12.2860	4.7222	10.5543	-0.3541
NA19012	EAS	EAS	0.9998	0.0000	0.0002	0.0000	0.0000	-6.1516	-42.7043	2.6267	5.1454	5.9595
HG04161	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.4571	-12.6383	-16.6133	-3.5203	5.5599
HG03695	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.5719	-10.7273	-19.7404	-5.1186	3.6652
HG01676	EUR	EUR	0.0000	0.0000	0.0067	0.0000	0.9933	0.9492	13.4325	5.7692	9.9302	-3.3648
HG00610	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8769	-44.7258	2.6821	7.3800	4.4587
HG00851	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6221	-42.7013	1.6649	7.8241	-4.4695
NA20588	EUR	EUR	0.0000	0.0000	0.0014	0.0000	0.9986	1.8808	11.9181	4.3413	10.7196	-0.1117
HG00595	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.2518	-45.1387	3.3409	6.9627	4.8052
HG03910	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.9581	-10.6841	-18.5085	-3.2960	4.5807
HG01271	AMR	AMR	0.0000	0.0000	0.9750	0.0000	0.0249	3.5264	-0.6543	10.5615	-3.2426	3.0950
NA21112	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0622	-4.4139	-18.3192	-5.2172	4.4241
HG02583	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.4070	-17.1110	-0.1570	1.4853	3.3433
HG03836	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3072	-8.9737	-19.2816	-4.0183	4.3575
NA18986	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9816	-42.2607	3.2379	4.8541	10.4712
HG00380	EUR	EUR	0.0000	0.0000	0.0332	0.0000	0.9668	0.2228	11.1773	5.6118	7.8942	3.7141
NA20764	EUR	EUR	0.0000	0.0000	0.0054	0.0000	0.9946	1.4901	12.5365	3.3879	10.0311	3.7476
HG03646	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.2193	-8.8809	-18.6952	-4.8118	-1.8749
NA12718	EUR	EUR	0.0000	0.0000	0.0002	0.0000	0.9998	-0.5958	13.1340	5.7197	8.6589	3.0059
HG00705	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.2850	-44.9809	2.8764	7.5692	1.3267
HG01455	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-0.4599	-4.9018	12.8957	-8.3538	4.6359
HG04098	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.9971	-7.7262	-19.4283	-2.8950	0.4247
HG01593	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8459	0.5893	-14.3104	-2.0105	3.0162
HG03846	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8261	-10.4058	-19.9536	-4.5652	0.4273
NA19774	AMR	AMR	0.0000	0.0012	0.9988	0.0000	0.0000	0.3935	-7.3676	12.9094	-11.5857	3.7211
NA18618	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.4840	-42.3704	2.9712	5.5402	4.3137
NA18562	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6932	-44.5612	3.7247	4.7034	3.9894
NA18617	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3073	-44.7101	1.5595	7.3192	3.3982
HG02790	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0236	-6.9379	-18.7817	-5.7766	0.9306
NA19171	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.9694	-17.7417	-0.8576	0.9365	1.8831
HG03054	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9807	-16.6132	1.2304	0.1501	7.5235
HG02654	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7284	1.1766	-13.1496	-2.6101	2.8271
NA18567	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9158	-43.5543	3.0353	7.5406	6.0642
NA21126	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5320	-5.9336	-20.0496	-4.5516	-0.2118
HG02541	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	50.2271	-12.6789	0.0592	2.9303	1.6467
NA19068	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.0477	-43.5560	3.9155	5.6099	5.7574
NA18647	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5205	-41.9597	2.7784	6.3357	3.5677
NA19338	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.4742	-16.5671	0.5043	3.1611	3.1131
HG03259	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.9877	-16.8508	-1.1027	1.9611	0.3678
HG01432	AMR	AMR	0.0000	0.0000	0.6544	0.0000	0.3456	2.1600	1.7936	8.6512	-0.2281	2.6776
HG02953	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.8610	-17.3537	1.5972	1.1654	1.4244
HG03851	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3853	-9.2677	-19.3292	-4.1716	0.6077
HG03097	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.4347	-18.3843	-0.5940	2.3385	1.2268
HG02601	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9745	-4.5427	-15.7528	-1.9821	2.3121
HG01360	AMR	AMR	0.0000	0.0000	0.9990	0.0000	0.0009	2.3111	2.5964	8.7179	-2.4533	6.8687
HG03931	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.1028	-12.0476	-16.5891	-3.4095	3.6579
NA20339	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	53.5276	-15.1780	1.0927	0.0749	3.4049
NA19982	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	53.0928	-13.1196	1.1309	2.6845	4.5618
NA20799	EUR	EUR	0.0000	0.0000	0.0461	0.0000	0.9539	2.9569	13.1132	5.6761	10.5624	0.9876
NA12400	EUR	EUR	0.0000	0.0000	0.0055	0.0000	0.9945	0.3853	13.6234	4.5307	9.5198	-0.3738
HG04183	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.0239	-11.3434	-16.5423	-3.5933	0.3204
NA18612	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.1576	-42.7689	4.1180	7.0538	6.0944
NA20863	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8262	-4.3576	-18.6077	-4.2616	5.6893
HG03790	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0701	-7.9570	-21.9634	-4.8603	1.8886
HG04026	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.8590	-8.7804	-23.8479	-5.0876	3.2025
HG00284	EUR	EUR	0.0000	0.0000	0.0164	0.0000	0.9836	-2.3991	9.6116	6.0481	7.8982	0.6647
NA12775	EUR	EUR	0.0000	0.0000	0.2175	0.0000	0.7825	-1.6932	12.5395	5.9272	8.6380	1.0552
HG01809	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5402	-43.9064	1.0665	8.3187	-4.3691
HG02629	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.3398	-16.7535	-0.5056	2.4908	4.7256
NA19908	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	53.7958	-13.8412	2.1807	1.6532	4.7901
NA19236	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.4174	-17.0226	0.1005	0.6170	1.6515
NA18639	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2064	-46.3939	0.2005	8.7065	6.1379
NA18946	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3158	-44.5885	3.0885	6.4906	9.7889
HG02272	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-8.2683	-25.8591	25.2804	-41.5529	3.8668
HG04017	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.8289	-7.3057	-22.5096	-5.0796	2.3980
HG02885	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.2555	-17.2310	-0.8804	2.1165	2.5012
NA19007	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8088	-42.9916	2.2938	7.2110	8.0637
NA18622	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9438	-44.0281	1.7616	7.4574	5.6856
NA12154	EUR	EUR	0.0000	0.0000	0.0102	0.0000	0.9898	0.5713	12.2330	5.1451	9.5371	8.6379
HG01862	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1777	-44.0927	0.3764	5.9414	-0.1512
NA19319	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.5751	-15.5049	0.3803	1.5816	3.2192
HG01171	AMR	AMR	0.0000	0.0003	0.9980	0.0000	0.0017	10.5807	4.1406	6.4771	0.2570	0.2378
HG03490	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.9787	-0.5006	-14.0438	-1.9849	4.0696
NA19036	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.6978	-15.4203	-1.2628	1.6546	0.8991
HG00252	EUR	EUR	0.0000	0.0000	0.0087	0.0000	0.9913	0.6697	13.3765	5.9824	9.5102	2.7182
NA21103	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0726	-5.2927	-18.7035	-5.1495	-0.5875
HG03539	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.6350	-17.2493	-0.2087	2.6282	4.3357
HG03136	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2764	-16.9073	0.7318	0.8942	2.1703
HG01990	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	56.2936	-14.5563	1.6425	3.5894	3.3077
HG04118	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3518	-6.3196	-22.5175	-3.1580	4.2192
HG01198	AMR	AMR	0.0000	0.0003	0.9982	0.0000	0.0015	10.9200	1.2801	8.4243	2.4574	-2.0954
HG01182	AMR	AMR	0.0000	0.0008	0.9992	0.0000	0.0000	8.1983	3.6908	7.1032	-0.0036	2.1712
HG01932	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-5.5512	-15.3148	20.1616	-31.1125	3.6506
NA12830	EUR	EUR	0.0000	0.0000	0.0284	0.0000	0.9716	0.6368	12.1548	6.3247	7.9830	0.9441
HG01365	AMR	AMR	0.0000	0.0000	0.9994	0.0006	0.0000	7.5841	-2.7121	8.6606	-4.6820	2.4972
HG02679	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.2168	-17.4987	-1.0854	1.9022	7.0562
NA18572	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8771	-45.6237	3.4679	6.5794	5.4329
HG02082	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.7824	-43.7504	1.6999	8.2384	-2.3318
HG03685	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1630	-7.5313	-18.3530	-4.9258	5.0615
HG01785	EUR	EUR	0.0000	0.0000	0.2854	0.0000	0.7146	1.9649	12.8580	6.4111	8.7731	0.6517
HG00743	AMR	AMR	0.0001	0.0000	0.9229	0.0001	0.0769	5.1761	-1.4190	8.4635	-2.7738	1.2682
HG00759	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4755	-46.2296	0.1952	7.8844	-4.7815
HG02278	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-6.7355	-22.0164	22.0121	-36.2101	-1.2378
