#sample_a	sample_b	relatedness	ibs0	ibs2	hom_concordance	hets_a	hets_b	hets_ab	shared_hets	hom_alts_a	hom_alts_b	shared_hom_alts	n	x_ibs0	x_ibs2	expected_relatedness
CPG13045	CPG68692	-0.159	1634	7335	-0.064	5806	6359	11888	2323	5970	5588	2910	16211	47	169	-1.0
CPG13045	CPG13052	-0.140	1629	7352	-0.073	5806	6596	12210	2406	5970	5514	2854	16379	60	150	-1.0
CPG13045	CPG13060	-0.165	1653	7131	-0.092	5806	6428	11975	2319	5970	5507	2799	16121	93	147	-1.0
CPG13045	CPG13078	-0.126	1594	7292	-0.071	5806	6702	12335	2409	5970	5455	2803	16403	57	151	-1.0
CPG13045	CPG13086	-0.145	1625	7202	-0.081	5806	6553	12073	2374	5970	5454	2806	16152	93	152	-1.0
CPG13045	CPG13094	-0.166	1685	7224	-0.104	5806	6461	11968	2379	5970	5462	2803	16119	47	147	-1.0
CPG13045	CPG13102	-0.126	1600	7332	-0.065	5806	6716	12331	2422	5970	5527	2840	16419	91	175	-1.0
CPG13045	CPG13110	-0.148	1652	7174	-0.106	5806	6697	12302	2395	5970	5385	2734	16338	55	145	-1.0
CPG13045	CPG13128	-0.192	1732	7175	-0.124	5806	6355	11864	2326	5970	5529	2781	16119	58	154	-1.0
CPG13045	CPG13136	-0.103	1500	7048	-0.057	5806	6647	12082	2377	5970	5285	2701	15876	47	145	-1.0
CPG13045	CPG13144	-0.145	1657	7220	-0.097	5806	6607	12113	2434	5970	5404	2792	16122	105	141	-1.0
CPG13045	CPG13151	-0.130	1619	7270	-0.081	5806	6625	12178	2444	5970	5487	2794	16179	38	156	-1.0
CPG13045	CPG13169	-0.128	1599	7019	-0.100	5806	6663	12111	2423	5970	5246	2671	15883	80	165	-1.0
CPG13045	CPG13177	-0.172	1679	7234	-0.094	5806	6502	12113	2318	5970	5580	2836	16390	54	148	-1.0
CPG13045	CPG13185	-0.153	1638	7181	-0.089	5806	6473	12002	2355	5970	5464	2787	16111	94	161	-1.0
CPG13045	CPG13193	-0.173	1671	7043	-0.108	5806	6453	11994	2302	5970	5498	2746	16104	53	137	-1.0
CPG13045	CPG13201	-0.208	1779	7135	-0.138	5806	6442	12055	2306	5970	5600	2786	16357	94	166	-1.0
CPG13045	CPG13219	-0.068	1460	7239	-0.034	5806	6685	12074	2507	5970	5244	2741	15759	96	144	-1.0
CPG13045	CPG13227	-0.146	1632	7149	-0.089	5806	6543	12066	2383	5970	5423	2781	16081	94	150	-1.0
CPG13045	CPG13235	-0.162	1636	7162	-0.080	5806	6453	11951	2305	5970	5531	2831	16139	83	157	-1.0
CPG13045	CPG13243	-0.176	1657	7085	-0.102	5806	6322	11787	2277	5970	5402	2762	15975	55	135	-1.0
CPG13045	CPG13250	-0.144	1625	7391	-0.062	5806	6483	12092	2378	5970	5591	2905	16352	96	164	-1.0
CPG13045	CPG13268	-0.122	1585	7234	-0.083	5806	6561	11999	2440	5970	5247	2736	15938	81	167	-1.0
CPG13045	CPG13276	-0.120	1627	7400	-0.078	5806	6756	12396	2510	5970	5489	2827	16403	53	154	-1.0
CPG13045	CPG13284	-0.175	1691	7136	-0.111	5806	6437	11931	2338	5970	5429	2781	16082	92	149	-1.0
CPG13045	CPG13292	-0.164	1739	7448	-0.109	5806	6584	12215	2477	5970	5616	2865	16448	118	148	-1.0
CPG13045	CPG13300	-0.147	1583	7149	-0.066	5806	6387	11894	2291	5970	5476	2807	16044	78	168	-1.0
CPG13045	CPG13318	-0.178	1708	7262	-0.099	5806	6508	12135	2333	5970	5649	2858	16439	45	151	-1.0
CPG13045	CPG13334	-0.242	1600	6516	-0.113	5806	5368	10349	1947	5970	5212	2609	14571	53	133	-1.0
CPG13045	CPG13342	-0.117	1554	6965	-0.093	5806	6722	12164	2395	5970	5221	2620	15893	42	159	-1.0
CPG13045	CPG13359	-0.135	1602	7226	-0.073	5806	6582	12090	2387	5970	5421	2807	16144	81	169	-1.0
CPG13045	CPG13367	-0.097	1505	7084	-0.057	5806	6447	11756	2437	5970	5208	2712	15471	83	148	-1.0
CPG13045	CPG13375	-0.136	1609	6989	-0.102	5806	6597	12011	2402	5970	5314	2674	15805	106	143	-1.0
CPG13045	CPG13383	-0.119	1557	6971	-0.085	5806	6664	12035	2399	5970	5264	2668	15765	49	132	-1.0
CPG13045	CPG13391	-0.122	1582	7067	-0.081	5806	6563	11987	2432	5970	5342	2733	15772	87	152	-1.0
CPG13045	CPG13409	-nan	0	0	0.000	5806	0	0	0	5970	0	0	0	0	0	-1.0
CPG13045	CPG13417	-0.117	1605	7018	-0.103	5806	6802	12211	2497	5970	5184	2674	15840	77	175	-1.0
CPG13045	CPG13425	-0.134	1611	7393	-0.059	5806	6446	11978	2417	5970	5575	2893	16148	94	157	-1.0
CPG13045	CPG13433	-0.135	1569	7289	-0.048	5806	6386	11916	2331	5970	5536	2873	16112	52	156	-1.0
CPG13045	CPG13441	-0.136	1571	7205	-0.054	5806	6503	12037	2325	5970	5552	2840	16163	88	157	-1.0
CPG13045	CPG13458	-0.159	1650	7161	-0.093	5806	6489	12014	2343	5970	5505	2789	16139	47	144	-1.0
CPG13045	CPG13466	-0.175	1719	7189	-0.131	5806	6512	12025	2386	5970	5354	2735	16161	95	162	-1.0
CPG13045	CPG13474	-0.150	1671	7288	-0.103	5806	6562	12100	2432	5970	5407	2784	16195	50	156	-1.0
CPG13045	CPG13482	-0.122	1580	7226	-0.071	5806	6670	12207	2413	5970	5429	2773	16187	43	154	-1.0
CPG13045	CPG13490	-0.138	1620	7209	-0.087	5806	6598	12154	2400	5970	5417	2770	16183	44	126	-1.0
CPG13045	CPG200691	-0.168	1666	7223	-0.084	5806	6619	12014	2320	5970	5708	2851	16263	85	168	-1.0
CPG13045	CPG68718	-0.156	1642	7180	-0.091	5806	6458	11977	2349	5970	5487	2787	16101	53	151	-1.0
CPG13045	CPG68700	-0.129	1593	7388	-0.056	5806	6476	12008	2413	5970	5493	2878	16163	87	164	-1.0
CPG13045	CPG13508	-0.181	1736	7007	-0.140	5806	6657	12232	2368	5970	5426	2711	16239	92	158	-1.0
CPG13045	CPG13516	-0.165	1648	7239	-0.081	5806	6390	11944	2311	5970	5564	2845	16209	43	153	-1.0
CPG13045	CPG200709	-0.147	1634	7277	-0.079	5806	6668	12001	2385	5970	5597	2828	16142	88	173	-1.0
CPG13045	CPG200717	-0.126	1604	7216	-0.077	5806	6924	12351	2430	5970	5541	2783	16311	43	154	-1.0
CPG68692	CPG13052	-0.020	1437	7589	-0.013	6359	6596	12702	2745	5588	5514	2801	16238	26	182	-1.0
CPG68692	CPG13060	0.007	1273	7482	0.051	6359	6428	12418	2592	5588	5507	2828	15989	50	153	-1.0
CPG68692	CPG13078	-0.013	1389	7467	-0.006	6359	6702	12794	2695	5588	5455	2743	16260	28	156	-1.0
CPG68692	CPG13086	-0.003	1301	7343	0.025	6359	6553	12549	2585	5588	5454	2740	16023	54	149	-1.0
CPG68692	CPG13094	-0.026	1359	7281	-0.004	6359	6461	12463	2559	5588	5462	2698	15985	21	191	-1.0
CPG68692	CPG13102	-0.012	1411	7534	-0.008	6359	6716	12817	2746	5588	5527	2778	16270	69	156	-1.0
CPG68692	CPG13110	0.013	1324	7544	0.019	6359	6697	12794	2733	5588	5385	2752	16196	23	177	-1.0
CPG68692	CPG13128	-0.012	1319	7443	0.034	6359	6355	12351	2561	5588	5529	2827	15991	25	169	-1.0
CPG68692	CPG13136	0.016	1261	7176	0.020	6359	6647	12546	2622	5588	5285	2628	15739	21	184	-1.0
CPG68692	CPG13144	0.015	1313	7512	0.022	6359	6607	12602	2719	5588	5404	2747	15989	70	135	-1.0
CPG68692	CPG13151	0.000	1327	7405	0.021	6359	6625	12619	2656	5588	5487	2767	16039	27	171	-1.0
CPG68692	CPG13169	0.014	1319	7322	0.002	6359	6663	12561	2724	5588	5246	2647	15754	54	154	-1.0
CPG68692	CPG13177	-0.022	1386	7538	0.003	6359	6502	12592	2635	5588	5580	2787	16246	19	163	-1.0
CPG68692	CPG13185	-0.005	1315	7411	0.030	6359	6473	12451	2599	5588	5464	2795	15979	60	150	-1.0
CPG68692	CPG13193	-0.027	1390	7370	-0.010	6359	6453	12436	2610	5588	5498	2723	15976	29	165	-1.0
CPG68692	CPG13201	-0.033	1411	7487	-0.006	6359	6442	12543	2615	5588	5600	2790	16211	55	164	-1.0
CPG68692	CPG13219	-0.006	1305	6958	-0.012	6359	6685	12520	2574	5588	5244	2546	15635	66	138	-1.0
CPG68692	CPG13227	0.003	1332	7439	0.012	6359	6543	12545	2684	5588	5423	2731	15948	41	158	-1.0
CPG68692	CPG13235	-0.001	1301	7431	0.040	6359	6453	12456	2598	5588	5531	2824	15992	58	145	-1.0
CPG68692	CPG13243	-0.017	1328	7376	0.016	6359	6322	12229	2549	5588	5402	2743	15835	20	148	-1.0
CPG68692	CPG13250	-0.029	1405	7475	0.000	6359	6483	12586	2630	5588	5591	2812	16206	59	162	-1.0
CPG68692	CPG13268	0.002	1329	7288	-0.007	6359	6561	12518	2669	5588	5247	2623	15797	55	155	-1.0
CPG68692	CPG13276	0.000	1354	7467	0.003	6359	6756	12841	2708	5588	5489	2724	16246	23	166	-1.0
CPG68692	CPG13284	-0.014	1340	7343	0.007	6359	6437	12444	2590	5588	5429	2719	15947	61	144	-1.0
CPG68692	CPG13292	-0.068	1530	7322	-0.057	6359	6584	12712	2628	5588	5616	2740	16308	64	160	-1.0
CPG68692	CPG13300	-0.017	1376	7476	0.003	6359	6387	12352	2646	5588	5476	2768	15912	58	152	-1.0
CPG68692	CPG13318	-0.016	1391	7637	0.015	6359	6508	12637	2682	5588	5649	2867	16301	27	163	-1.0
CPG68692	CPG13334	-0.084	1286	6641	0.003	6359	5368	10777	2118	5588	5212	2589	14468	27	132	-1.0
CPG68692	CPG13342	0.034	1247	7299	0.026	6359	6722	12643	2709	5588	5221	2632	15771	22	168	-1.0
CPG68692	CPG13359	-0.012	1365	7371	0.004	6359	6582	12584	2656	5588	5421	2750	16008	62	151	-1.0
CPG68692	CPG13367	-0.040	1402	6872	-0.060	6359	6447	12176	2562	5588	5208	2491	15326	60	135	-1.0
CPG68692	CPG13375	0.029	1235	7290	0.043	6359	6597	12441	2651	5588	5314	2699	15664	65	139	-1.0
CPG68692	CPG13383	0.027	1256	7183	0.021	6359	6664	12553	2681	5588	5264	2623	15630	31	163	-1.0
CPG68692	CPG13391	0.042	1204	7316	0.061	6359	6563	12447	2671	5588	5342	2733	15625	58	146	-1.0
CPG68692	CPG13409	-nan	0	0	0.000	6359	0	0	0	5588	0	0	0	0	0	-1.0
CPG68692	CPG13417	0.018	1310	7170	-0.010	6359	6802	12687	2733	5588	5184	2570	15701	59	155	-1.0
CPG68692	CPG13425	-0.045	1447	7338	-0.026	6359	6446	12457	2616	5588	5575	2747	16010	67	146	-1.0
CPG68692	CPG13433	-0.042	1390	7258	-0.007	6359	6386	12373	2520	5588	5536	2739	15981	31	146	-1.0
CPG68692	CPG13441	-0.051	1482	7317	-0.044	6359	6503	12513	2642	5588	5552	2719	16028	57	154	-1.0
CPG68692	CPG13458	-0.002	1376	7604	0.008	6359	6489	12502	2737	5588	5505	2797	16008	25	165	-1.0
CPG68692	CPG13466	-0.017	1359	7364	-0.002	6359	6512	12517	2610	5588	5354	2707	16020	56	162	-1.0
CPG68692	CPG13474	-0.012	1339	7335	0.006	6359	6562	12599	2602	5588	5407	2710	16069	20	172	-1.0
CPG68692	CPG13482	0.005	1327	7410	0.017	6359	6670	12699	2684	5588	5429	2746	16068	26	167	-1.0
CPG68692	CPG13490	0.012	1292	7455	0.028	6359	6598	12613	2660	5588	5417	2733	16040	26	149	-1.0
CPG68692	CPG200691	-0.056	1443	7266	-0.024	6359	6619	12493	2537	5588	5708	2750	16128	58	153	-1.0
CPG68692	CPG68718	0.493	2	9687	0.682	6359	6458	12432	3071	5588	5487	3744	15979	0	214	0.5
CPG68692	CPG68700	0.500	0	9794	0.694	6359	6476	12479	3119	5588	5493	3810	16035	0	215	0.5
CPG68692	CPG13508	-0.001	1349	7435	0.012	6359	6657	12700	2690	5588	5426	2761	16104	61	156	-1.0
CPG68692	CPG13516	-0.015	1332	7435	0.026	6359	6390	12456	2573	5588	5564	2809	16077	19	184	-1.0
CPG68692	CPG200709	-0.025	1375	7335	-0.002	6359	6668	12478	2594	5588	5597	2740	16000	61	157	-1.0
CPG68692	CPG200717	-0.032	1437	7244	-0.041	6359	6924	12826	2666	5588	5541	2648	16175	20	183	-1.0
CPG13052	CPG13060	-0.015	1378	7372	-0.008	6596	6428	12726	2663	5514	5507	2713	16150	60	151	-1.0
CPG13052	CPG13078	0.010	1341	7471	0.007	6596	6702	13109	2747	5514	5455	2720	16427	29	162	-1.0
CPG13052	CPG13086	0.009	1307	7344	0.007	6596	6553	12867	2669	5514	5454	2651	16180	60	154	-1.0
CPG13052	CPG13094	-0.001	1354	7442	0.001	6596	6461	12753	2701	5514	5462	2715	16147	16	186	-1.0
CPG13052	CPG13102	0.005	1404	7597	-0.015	6596	6716	13117	2840	5514	5527	2725	16438	71	158	-1.0
CPG13052	CPG13110	0.005	1362	7451	-0.012	6596	6697	13066	2756	5514	5385	2657	16367	21	154	-1.0
CPG13052	CPG13128	-0.040	1406	7223	-0.022	6596	6355	12643	2562	5514	5529	2689	16148	29	166	-1.0
CPG13052	CPG13136	0.010	1345	7221	-0.018	6596	6647	12839	2753	5514	5285	2596	15899	15	169	-1.0
CPG13052	CPG13144	0.019	1336	7483	0.001	6596	6607	12913	2794	5514	5404	2679	16144	83	129	-1.0
CPG13052	CPG13151	0.004	1368	7433	-0.006	6596	6625	12924	2760	5514	5487	2705	16205	27	166	-1.0
CPG13052	CPG13169	0.012	1351	7222	-0.030	6596	6663	12898	2781	5514	5246	2543	15909	64	146	-1.0
CPG13052	CPG13177	-0.057	1534	7395	-0.072	6596	6502	12891	2703	5514	5580	2673	16414	26	174	-1.0
CPG13052	CPG13185	-0.000	1311	7300	0.004	6596	6473	12766	2620	5514	5464	2645	16137	66	151	-1.0
CPG13052	CPG13193	-0.044	1460	7211	-0.055	6596	6453	12740	2640	5514	5498	2618	16131	35	154	-1.0
CPG13052	CPG13201	-0.010	1369	7519	0.006	6596	6442	12838	2674	5514	5600	2772	16378	62	163	-1.0
CPG13052	CPG13219	0.001	1369	7094	-0.040	6596	6685	12822	2743	5514	5244	2529	15799	65	145	-1.0
CPG13052	CPG13227	-0.015	1414	7348	-0.031	6596	6543	12816	2735	5514	5423	2659	16108	60	149	-1.0
CPG13052	CPG13235	-0.013	1357	7319	-0.003	6596	6453	12750	2634	5514	5531	2700	16158	50	155	-1.0
CPG13052	CPG13243	-0.005	1358	7484	0.002	6596	6322	12521	2687	5514	5402	2726	15989	33	151	-1.0
CPG13052	CPG13250	0.491	1	9844	0.684	6596	6483	12859	3162	5514	5591	3772	16380	0	227	0.5
CPG13052	CPG13268	-0.029	1423	7081	-0.062	6596	6561	12781	2661	5514	5247	2522	15963	64	151	-1.0
CPG13052	CPG13276	0.043	1247	7580	0.046	6596	6756	13148	2778	5514	5489	2748	16419	34	176	-1.0
CPG13052	CPG13284	0.011	1293	7415	0.017	6596	6437	12726	2659	5514	5429	2676	16116	58	150	-1.0
CPG13052	CPG13292	-0.053	1534	7379	-0.074	6596	6584	13018	2726	5514	5616	2659	16479	59	168	-1.0
CPG13052	CPG13300	-0.029	1452	7427	-0.039	6596	6387	12643	2721	5514	5476	2688	16080	55	162	-1.0
CPG13052	CPG13318	-0.025	1439	7534	-0.021	6596	6508	12931	2717	5514	5649	2764	16470	23	170	-1.0
CPG13052	CPG13334	-0.091	1339	6552	-0.031	6596	5368	11047	2174	5514	5212	2515	14590	25	160	-1.0
CPG13052	CPG13342	0.002	1388	7191	-0.046	6596	6722	12926	2792	5514	5221	2538	15921	18	167	-1.0
CPG13052	CPG13359	0.010	1348	7468	0.003	6596	6582	12876	2761	5514	5421	2710	16170	59	160	-1.0
CPG13052	CPG13367	-0.051	1459	6756	-0.099	6596	6447	12465	2599	5514	5208	2403	15482	64	136	-1.0
CPG13052	CPG13375	0.029	1301	7336	0.005	6596	6597	12769	2789	5514	5314	2630	15828	65	149	-1.0
CPG13052	CPG13383	0.016	1294	7079	-0.009	6596	6664	12787	2689	5514	5264	2539	15782	21	164	-1.0
CPG13052	CPG13391	0.027	1299	7313	0.004	6596	6563	12731	2773	5514	5342	2620	15797	53	154	-1.0
CPG13052	CPG13409	-nan	0	0	0.000	6596	0	0	0	5514	0	0	0	0	0	-1.0
CPG13052	CPG13417	0.031	1318	7254	-0.023	6596	6802	12962	2838	5514	5184	2519	15858	61	150	-1.0
CPG13052	CPG13425	-0.037	1436	7262	-0.040	6596	6446	12751	2634	5514	5575	2650	16181	77	140	-1.0
CPG13052	CPG13433	-0.017	1382	7377	-0.013	6596	6386	12682	2657	5514	5536	2691	16127	35	166	-1.0
CPG13052	CPG13441	-0.044	1487	7256	-0.064	6596	6503	12828	2691	5514	5552	2620	16189	54	158	-1.0
CPG13052	CPG13458	-0.020	1466	7520	-0.045	6596	6489	12802	2807	5514	5505	2686	16174	30	163	-1.0
CPG13052	CPG13466	-0.016	1390	7312	-0.034	6596	6512	12836	2678	5514	5354	2599	16182	69	151	-1.0
CPG13052	CPG13474	-0.005	1376	7390	-0.023	6596	6562	12894	2717	5514	5407	2629	16226	25	166	-1.0
CPG13052	CPG13482	0.007	1370	7432	-0.014	6596	6670	12987	2786	5514	5429	2664	16217	22	168	-1.0
CPG13052	CPG13490	0.019	1318	7495	0.009	6596	6598	12907	2756	5514	5417	2683	16208	23	155	-1.0
CPG13052	CPG200691	-0.034	1426	7347	-0.026	6596	6619	12790	2636	5514	5708	2706	16291	64	154	-1.0
CPG13052	CPG68718	-0.025	1399	7258	-0.019	6596	6458	12747	2638	5514	5487	2693	16128	22	178	-1.0
CPG13052	CPG68700	0.004	1375	7573	0.003	6596	6476	12800	2777	5514	5493	2769	16194	66	147	-1.0
CPG13052	CPG13508	-0.022	1433	7261	-0.050	6596	6657	13013	2721	5514	5426	2594	16265	56	160	-1.0
CPG13052	CPG13516	-0.034	1435	7421	-0.024	6596	6390	12693	2657	5514	5564	2736	16235	22	185	-1.0
CPG13052	CPG200709	-0.022	1383	7287	-0.021	6596	6668	12752	2626	5514	5597	2649	16170	72	156	-1.0
CPG13052	CPG200717	0.022	1337	7515	0.002	6596	6924	13136	2821	5514	5541	2685	16346	29	189	-1.0
CPG13060	CPG13078	-0.001	1360	7395	-0.007	6428	6702	12835	2711	5507	5455	2680	16168	50	143	-1.0
CPG13060	CPG13086	0.003	1285	7224	0.016	6428	6553	12603	2586	5507	5454	2659	15940	108	179	-1.0
CPG13060	CPG13094	0.004	1305	7400	0.022	6428	6461	12465	2632	5507	5462	2728	15906	48	147	-1.0
CPG13060	CPG13102	0.000	1388	7497	-0.012	6428	6716	12855	2777	5507	5527	2708	16186	116	194	-1.0
CPG13060	CPG13110	0.004	1322	7328	0.004	6428	6697	12810	2672	5507	5385	2665	16116	50	139	-1.0
CPG13060	CPG13128	-0.039	1432	7335	-0.030	6428	6355	12389	2624	5507	5529	2699	15908	72	138	-1.0
CPG13060	CPG13136	0.034	1258	7273	0.019	6428	6647	12580	2727	5507	5285	2614	15657	45	125	-1.0
CPG13060	CPG13144	0.019	1284	7360	0.028	6428	6607	12633	2691	5507	5404	2717	15895	126	160	-1.0
CPG13060	CPG13151	0.003	1321	7285	0.013	6428	6625	12672	2660	5507	5487	2711	15958	40	137	-1.0
CPG13060	CPG13169	0.033	1293	7334	0.007	6428	6663	12615	2795	5507	5246	2623	15652	108	181	-1.0
CPG13060	CPG13177	-0.032	1419	7371	-0.023	6428	6502	12640	2633	5507	5580	2712	16164	68	135	-1.0
CPG13060	CPG13185	-0.023	1374	7213	-0.018	6428	6473	12524	2604	5507	5464	2648	15903	113	186	-1.0
CPG13060	CPG13193	-0.006	1361	7379	-0.008	6428	6453	12507	2682	5507	5498	2678	15883	63	135	-1.0
CPG13060	CPG13201	-0.039	1436	7374	-0.025	6428	6442	12572	2628	5507	5600	2734	16126	106	197	-1.0
CPG13060	CPG13219	0.005	1326	7026	-0.023	6428	6685	12571	2684	5507	5244	2530	15555	114	169	-1.0
CPG13060	CPG13227	0.003	1303	7246	0.018	6428	6543	12552	2623	5507	5423	2705	15855	106	175	-1.0
CPG13060	CPG13235	0.496	0	9623	0.679	6428	6453	12487	3094	5507	5531	3738	15922	87	195	0.5
CPG13060	CPG13243	0.499	0	9601	0.681	6428	6322	12292	3068	5507	5402	3680	15757	0	186	0.5
CPG13060	CPG13250	-0.022	1399	7433	-0.006	6428	6483	12607	2661	5507	5591	2766	16117	104	202	-1.0
CPG13060	CPG13268	-0.021	1378	7063	-0.043	6428	6561	12537	2627	5507	5247	2529	15724	94	197	-1.0
CPG13060	CPG13276	0.010	1337	7439	0.008	6428	6756	12870	2741	5507	5489	2719	16164	45	141	-1.0
CPG13060	CPG13284	-0.008	1336	7316	0.006	6428	6437	12467	2623	5507	5429	2702	15873	100	185	-1.0
CPG13060	CPG13292	-0.031	1429	7363	-0.023	6428	6584	12736	2659	5507	5616	2729	16210	108	201	-1.0
CPG13060	CPG13300	0.021	1256	7458	0.050	6428	6387	12403	2643	5507	5476	2787	15831	100	190	-1.0
CPG13060	CPG13318	-0.015	1347	7421	0.018	6428	6508	12639	2599	5507	5649	2795	16209	56	123	-1.0
CPG13060	CPG13334	-0.087	1290	6513	-0.011	6428	5368	10785	2109	5507	5212	2521	14370	59	121	-1.0
CPG13060	CPG13342	0.046	1201	7199	0.035	6428	6722	12655	2693	5507	5221	2584	15669	45	126	-1.0
CPG13060	CPG13359	-0.002	1339	7285	0.003	6428	6582	12631	2667	5507	5421	2696	15921	110	185	-1.0
CPG13060	CPG13367	-0.038	1388	6735	-0.061	6428	6447	12216	2546	5507	5208	2456	15247	108	165	-1.0
CPG13060	CPG13375	0.019	1275	7127	0.009	6428	6597	12519	2669	5507	5314	2599	15583	115	176	-1.0
CPG13060	CPG13383	0.011	1298	7024	-0.010	6428	6664	12545	2662	5507	5264	2545	15543	50	131	-1.0
CPG13060	CPG13391	0.030	1218	7111	0.038	6428	6563	12462	2621	5507	5342	2641	15549	101	184	-1.0
CPG13060	CPG13409	-nan	0	0	0.000	6428	0	0	0	5507	0	0	0	0	0	-1.0
CPG13060	CPG13417	0.048	1259	7276	0.014	6428	6802	12726	2822	5507	5184	2590	15617	106	185	-1.0
CPG13060	CPG13425	-0.039	1425	7208	-0.035	6428	6446	12507	2603	5507	5575	2655	15934	95	199	-1.0
CPG13060	CPG13433	-0.047	1451	7242	-0.043	6428	6386	12419	2612	5507	5536	2666	15888	53	136	-1.0
CPG13060	CPG13441	-0.038	1407	7120	-0.029	6428	6503	12572	2576	5507	5552	2652	15947	104	186	-1.0
CPG13060	CPG13458	-0.007	1332	7286	0.004	6428	6489	12553	2623	5507	5505	2684	15925	54	143	-1.0
CPG13060	CPG13466	0.001	1345	7424	0.001	6428	6512	12571	2697	5507	5354	2697	15946	117	184	-1.0
CPG13060	CPG13474	0.010	1297	7367	0.017	6428	6562	12629	2658	5507	5407	2687	15977	62	134	-1.0
CPG13060	CPG13482	0.012	1321	7348	0.002	6428	6670	12740	2719	5507	5429	2652	15971	55	124	-1.0
CPG13060	CPG13490	-0.018	1389	7268	-0.030	6428	6598	12641	2665	5507	5417	2616	15968	46	133	-1.0
CPG13060	CPG200691	-0.024	1369	7320	0.001	6428	6619	12521	2589	5507	5708	2741	16032	92	206	-1.0
CPG13060	CPG68718	0.011	1283	7385	0.034	6428	6458	12471	2635	5507	5487	2750	15869	60	153	-1.0
CPG13060	CPG68700	0.016	1247	7353	0.047	6428	6476	12533	2596	5507	5493	2753	15941	103	196	-1.0
CPG13060	CPG13508	-0.014	1398	7309	-0.022	6428	6657	12712	2705	5507	5426	2679	16009	113	177	-1.0
CPG13060	CPG13516	-0.011	1389	7559	0.001	6428	6390	12461	2710	5507	5564	2784	15989	52	149	-1.0
CPG13060	CPG200709	-0.033	1431	7316	-0.021	6428	6668	12484	2658	5507	5597	2748	15915	123	184	-1.0
CPG13060	CPG200717	-0.010	1380	7259	-0.018	6428	6924	12838	2699	5507	5541	2661	16079	47	153	-1.0
CPG13078	CPG13086	0.014	1344	7425	-0.009	6702	6553	12990	2776	5455	5454	2638	16207	62	140	-1.0
CPG13078	CPG13094	0.008	1363	7496	-0.001	6702	6461	12876	2779	5455	5462	2719	16177	23	149	-1.0
CPG13078	CPG13102	0.501	1	9865	0.677	6702	6716	13246	3319	5455	5527	3693	16474	0	217	0.5
CPG13078	CPG13110	0.514	1	9989	0.686	6702	6697	13202	3393	5455	5385	3695	16406	0	215	0.5
CPG13078	CPG13128	-0.031	1430	7294	-0.040	6702	6355	12768	2661	5455	5529	2643	16170	33	159	-1.0
CPG13078	CPG13136	0.036	1279	7271	0.002	6702	6647	12952	2793	5455	5285	2567	15916	26	170	-1.0
CPG13078	CPG13144	0.025	1300	7363	0.012	6702	6607	13027	2762	5455	5404	2665	16166	68	132	-1.0
CPG13078	CPG13151	0.042	1278	7538	0.025	6702	6625	13073	2831	5455	5487	2694	16227	24	153	-1.0
CPG13078	CPG13169	0.036	1328	7370	-0.020	6702	6663	13010	2889	5455	5246	2552	15930	53	147	-1.0
CPG13078	CPG13177	-0.002	1379	7533	-0.010	6702	6502	13009	2742	5455	5580	2703	16437	31	151	-1.0
CPG13078	CPG13185	0.030	1309	7598	0.020	6702	6473	12879	2809	5455	5464	2725	16168	69	139	-1.0
CPG13078	CPG13193	0.003	1361	7409	-0.008	6702	6453	12867	2741	5455	5498	2678	16155	34	147	-1.0
CPG13078	CPG13201	-0.014	1410	7505	-0.015	6702	6442	12939	2727	5455	5600	2736	16400	55	156	-1.0
CPG13078	CPG13219	0.047	1201	7080	0.025	6702	6685	12950	2708	5455	5244	2533	15815	71	125	-1.0
CPG13078	CPG13227	0.007	1360	7376	-0.010	6702	6543	12920	2763	5455	5423	2664	16130	56	143	-1.0
CPG13078	CPG13235	0.016	1340	7536	0.012	6702	6453	12871	2781	5455	5531	2746	16185	53	142	-1.0
CPG13078	CPG13243	-0.010	1377	7372	-0.026	6702	6322	12643	2692	5455	5402	2616	16008	23	144	-1.0
CPG13078	CPG13250	-0.017	1405	7408	-0.013	6702	6483	12981	2700	5455	5591	2740	16394	71	144	-1.0
CPG13078	CPG13268	0.012	1361	7304	-0.034	6702	6561	12919	2799	5455	5247	2541	15986	59	152	-1.0
CPG13078	CPG13276	0.035	1322	7585	0.016	6702	6756	13291	2875	5455	5489	2732	16448	27	155	-1.0
CPG13078	CPG13284	0.000	1351	7367	-0.008	6702	6437	12829	2702	5455	5429	2658	16143	56	140	-1.0
CPG13078	CPG13292	-0.039	1510	7380	-0.070	6702	6584	13123	2761	5455	5616	2636	16491	69	147	-1.0
CPG13078	CPG13300	0.020	1259	7359	0.033	6702	6387	12765	2644	5455	5476	2699	16095	55	151	-1.0
CPG13078	CPG13318	-0.012	1440	7616	-0.022	6702	6508	13052	2803	5455	5649	2761	16502	26	139	-1.0
CPG13078	CPG13334	-0.056	1285	6715	-0.002	6702	5368	11132	2258	5455	5212	2559	14616	24	173	-1.0
CPG13078	CPG13342	0.048	1270	7324	0.011	6702	6722	13063	2852	5455	5221	2599	15953	23	171	-1.0
CPG13078	CPG13359	0.007	1376	7426	-0.019	6702	6582	12997	2799	5455	5421	2647	16201	62	145	-1.0
CPG13078	CPG13367	-0.017	1354	6800	-0.049	6702	6447	12564	2603	5455	5208	2455	15512	71	115	-1.0
CPG13078	CPG13375	0.030	1263	7143	0.004	6702	6597	12885	2717	5455	5314	2547	15857	54	145	-1.0
