CTRL-rep1	CTRL-rep2	CTRL-rep3	ESRP-DKO-rep1	ESRP-DKO-rep2	ESRP-DKO-rep3	
1824.8423	1895.1504	2003.0845	1947.0674	2154.4958	2089.021	
1821.1956	1891.5973	1999.5513	1942.8947	2150.3992	2084.8022	
1818.4758	1889.0579	1996.3308	1940.0802	2147.329	2082.1094	
1821.3151	1892.1074	2000.2455	1943.6547	2151.056	2085.3225	
1821.716	1892.8881	2000.3627	1943.8264	2151.5159	2086.207	
1821.5338	1892.4344	1999.7251	1943.5349	2151.7803	2086.9482	
1820.6375	1891.537	1998.448	1942.9597	2151.4065	2086.4355	
1818.1501	1888.0063	1995.8259	1940.2701	2148.8901	2083.7454	
1818.2582	1887.9884	1994.9257	1940.1156	2151.6677	2083.746	
1813.618	1883.5576	1990.441	1935.4751	2146.598	2077.1038	
1815.6631	1885.7701	1989.5798	1935.2283	2148.6409	2078.606	
1827.4624	1898.0573	2003.131	1948.7173	2163.2014	2093.0168	
1824.1497	1894.9437	1999.4009	1945.2319	2162.17	2090.2017	
1814.5244	1884.2505	1992.0522	1935.466	2150.5828	2079.0127	
1814.4905	1884.1221	1991.8773	1935.634	2151.3916	2079.0127	
1816.3135	1887.0117	1995.6517	1937.6965	2154.9788	2082.253	
1815.701	1886.4276	1994.6685	1937.2058	2154.8074	2081.4382	
1813.6681	1884.4393	1994.257	1937.6073	2155.1938	2079.1829	
1808.2798	1879.1809	1988.3629	1931.1782	2148.8743	2073.6968	
1812.72	1883.1161	1994.596	1936.5673	2155.2356	2079.6177	
1803.9808	1874.0918	1983.7079	1926.5814	2144.6646	2068.8271	
1793.9712	1864.4413	1973.7516	1916.9475	2133.4888	2056.2446	
1792.5775	1862.7808	1973.9312	1915.9313	2132.3298	2054.6846	
1797.9121	1867.6377	1980.206	1921.5602	2139.37	2061.118	
1793.0011	1863.058	1974.9125	1916.6265	2133.8464	2055.4463	
1793.3695	1863.3845	1975.9437	1917.1821	2134.03	2055.6477	
1790.406	1860.3469	1972.7384	1913.7047	2130.5527	2051.3137	
1794.6226	1864.0667	1977.2651	1918.7054	2135.423	2056.2344	
1798.7781	1868.5011	1981.7018	1923.4508	2140.7542	2060.6875	
1796.3782	1865.2554	1980.4858	1920.7708	2137.4866	2057.7693	
