Data File Name,2100 expert_High Sensitivity DNA Assay_DE13807144_2017-08-04_14-04-08.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\data\2017-08-04
Date Created,04 August 2017 13:04:08
Date Last Modified,04 August 2017 14:40:00
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
98.15,-0.2397243
98.2,-0.2714995
98.25,-0.2172687
98.3,-0.1555543
98.35,-0.1631556
98.4,-0.2361461
98.45,-0.3822691
98.5,-0.3828753
98.55,-0.4476867
98.6,-0.5714277
98.65,-0.6458476
98.7,-0.6069884
98.75,-0.5573035
98.8,-0.5511964
98.85,-0.4657974
98.9,-0.5411006
98.95,-0.5459221
99,-0.5284259
99.05,-0.6640534
99.1,-0.8633885
99.15,-0.9290698
99.2,-0.6675739
99.25,-0.387264
99.3,-0.2322805
99.35,-0.1488476
99.4,-0.2849762
99.45,-0.3261159
99.5,-0.3792468
99.55,-0.4182585
99.6,-0.4302841
99.65,-0.4726999
99.7,-0.4139982
99.75,-0.4427788
99.8,-0.4763908
99.85,-0.6797685
99.9,-0.8817946
99.95,-0.760938
100,-0.676373
100.05,-0.6036937
100.1,-0.5718899
100.15,-0.4039812
100.2,-0.2677796
100.25,-0.1819398
100.3,-0.240807
100.35,-0.5001907
100.4,-0.558578
100.45,-0.5851153
100.5,-0.2853628
100.55,0.1449814
100.6,0.4588116
100.65,0.8462663
100.7,2.344713
100.75,6.404776
100.8,13.45772
100.85,24.48637
100.9,39.80397
100.95,62.27098
101,92.96003
101.05,133.1014
101.1,182.4987
101.15,234.1789
101.2,285.8969
101.25,332.5896
101.3,367.6429
101.35,387.6595
101.4,392.4357
101.45,379.6871
101.5,352.7466
101.55,321.0926
101.6,284.041
101.65,242.1855
101.7,200.0685
101.75,161.6842
101.8,129.1846
101.85,104.8306
101.9,85.15067
101.95,66.74767
102,50.24255
102.05,37.85817
102.1,30.20657
102.15,26.25027
102.2,23.29034
102.25,19.64326
102.3,16.15201
102.35,13.0413
102.4,10.58268
102.45,8.755744
102.5,7.372459
102.55,5.780558
102.6,4.7044
102.65,4.01528
102.7,3.122105
102.75,2.360449
102.8,1.899881
102.85,1.691416
102.9,1.677017
102.95,1.622701
103,1.310778
103.05,1.143906
103.1,1.353801
103.15,1.726495
103.2,1.847313
103.25,1.51044
103.3,0.6532499
103.35,-3.925405E-02
103.4,-3.612518E-02
103.45,0.5251682
103.5,1.157884
103.55,2.328935
103.6,4.705627
103.65,9.135689
103.7,16.72921
103.75,29.68382
103.8,48.51566
103.85,72.93124
103.9,103.308
103.95,144.5457
104,197.0607
104.05,254.1636
104.1,309.8714
104.15,355.4401
104.2,389.8859
104.25,412.6611
104.3,422.3772
104.35,415.7141
104.4,391.5745
104.45,352.2306
104.5,307.8362
104.55,267.1079
104.6,227.542
104.65,190.0393
104.7,155.9656
104.75,125.7149
104.8,98.98778
104.85,79.48846
104.9,63.7597
104.95,50.4733
105,40.03482
105.05,32.92896
105.1,28.06269
105.15,23.32529
105.2,18.8287
105.25,15.86927
105.3,13.42689
105.35,11.32581
105.4,9.866219
105.45,8.43323
105.5,6.70632
105.55,5.602673
105.6,5.229772
105.65,4.640193
105.7,4.62862
105.75,4.722056
105.8,4.772846
105.85,4.638675
105.9,4.356801
105.95,3.676132
106,3.044995
106.05,2.819473
106.1,2.749149
106.15,2.820424
106.2,3.270512
106.25,3.857872
106.3,3.903903
106.35,3.464937
106.4,2.852178
106.45,2.492018
106.5,2.44707
106.55,2.495738
106.6,2.587333
106.65,3.131885
106.7,3.42712
106.75,3.564709
106.8,3.559407
106.85,2.731595
106.9,1.664747
106.95,1.400355
107,1.761904
107.05,1.853062
107.1,1.837449
107.15,1.316238
107.2,1.06068
107.25,1.628349
107.3,2.242199
107.35,2.574675
107.4,2.525981
107.45,2.363607
107.5,2.360381
107.55,2.451994
107.6,2.384332
107.65,1.903827
107.7,1.384791
107.75,1.125958
107.8,1.23584
107.85,1.44655
107.9,1.905428
107.95,2.695303
108,3.385229
108.05,3.539945
108.1,3.255535
108.15,2.723057
108.2,2.126739
108.25,2.19817
108.3,2.650568
108.35,2.882472
108.4,2.87086
108.45,2.805148
108.5,2.956255
108.55,4.116281
108.6,6.336041
108.65,8.556547
108.7,11.50284
108.75,17.16582
108.8,26.24013
108.85,38.14767
108.9,51.82737
108.95,70.95343
109,96.4243
109.05,127.7563
109.1,160.9043
109.15,195.5383
109.2,228.4785
109.25,256.5787
109.3,282.3661
109.35,302.0505
109.4,313.6613
109.45,321.1417
109.5,327.2831
109.55,324.8241
109.6,310.4348
109.65,286.7968
109.7,256.8263
109.75,228.8899
109.8,204.0627
109.85,179.8697
109.9,157.5608
109.95,137.2955
110,119.8661
110.05,105.3273
110.1,90.17672
110.15,73.90601
110.2,61.55569
110.25,52.83088
110.3,44.76703
110.35,37.4227
110.4,30.91392
110.45,25.51349
110.5,21.9621
110.55,20.18736
110.6,18.88704
110.65,17.56371
110.7,16.00779
110.75,15.341
110.8,14.41912
110.85,12.86141
110.9,11.75326
110.95,11.18323
111,10.54054
111.05,10.0575
111.1,9.385346
111.15,7.951389
111.2,6.037931
111.25,3.943552
111.3,2.634123
111.35,1.931584
111.4,2.006661
111.45,2.388255
111.5,2.759991
111.55,3.187513
111.6,3.304798
111.65,2.880206
111.7,1.939259
111.75,1.21161
111.8,1.052559
111.85,1.247101
111.9,1.490997
111.95,1.009753
112,0.4300587
112.05,0.7074982
112.1,2.251092
112.15,5.496456
112.2,8.977779
112.25,12.0177
112.3,15.62961
112.35,23.56242
112.4,34.96068
112.45,47.26105
112.5,61.38261
112.55,77.74826
112.6,96.97305
112.65,118.7596
112.7,136.9896
112.75,149.4902
112.8,156.6981
112.85,162.073
112.9,170.9603
112.95,178.215
113,179.018
113.05,169.3532
113.1,156.7031
113.15,142.8055
113.2,129.7248
113.25,119.4705
113.3,109.2102
113.35,99.05061
113.4,88.40524
113.45,78.07872
113.5,67.68362
113.55,57.85413
113.6,48.89592
113.65,41.16858
113.7,34.9029
113.75,29.91534
113.8,25.87295
113.85,22.42638
113.9,18.67582
113.95,16.41354
114,16.11453
114.05,16.80241
114.1,16.86165
114.15,15.31055
114.2,14.09958
114.25,14.44537
114.3,15.07757
114.35,13.81963
114.4,11.38718
114.45,8.409228
114.5,6.815364
114.55,8.026593
114.6,9.432018
114.65,9.614838
114.7,8.377499
114.75,6.468553
114.8,4.938243
114.85,4.573212
114.9,5.255316
114.95,6.266605
115,6.407881
115.05,5.212377
115.1,4.016356
115.15,3.685892
115.2,3.808372
115.25,4.297448
115.3,4.436986
115.35,4.04722
115.4,3.413968
115.45,3.072933
115.5,2.920914
115.55,2.934023
115.6,3.056275
115.65,3.429586
115.7,4.240119
115.75,4.454362
115.8,4.409616
115.85,4.33196
115.9,4.0408
115.95,3.438588
116,2.746823
116.05,2.461035
116.1,2.239254
116.15,2.099306
116.2,1.915375
116.25,1.511397
116.3,1.394902
116.35,1.255182
116.4,1.124413
116.45,0.4618542
116.5,-4.842284E-02
116.55,0.3213508
116.6,0.8581285
116.65,1.352176
116.7,1.229302
116.75,0.3799115
116.8,-0.611073
116.85,-1.217083
116.9,-1.534454
116.95,-1.989313
117,-2.093314
117.05,-1.958031
117.1,-1.483403
117.15,-0.9566825
117.2,-0.9037822
117.25,-0.9291703
117.3,-0.9750795
117.35,-1.199759
117.4,-1.484749
117.45,-1.848048
117.5,-2.32117
117.55,-2.232223
117.6,-1.995765
117.65,-1.895717
117.7,-1.98083
117.75,-2.119638
117.8,-2.227073
117.85,-1.849903
117.9,-1.404316
117.95,-1.273078
118,-1.218911
118.05,-1.339257
118.1,-1.636915
118.15,-1.810274
118.2,-1.805264
118.25,-1.851465
118.3,-1.955989
118.35,-1.986557
118.4,-2.008756
118.45,-2.040394
118.5,-1.718526
118.55,-1.326305
118.6,-1.419086
118.65,-1.921925
118.7,-2.532007
118.75,-3.039451
118.8,-2.82877
118.85,-2.171621
118.9,-1.728254
118.95,-1.73597
119,-2.000547
119.05,-2.351825
119.1,-2.386469
119.15,-2.18528
119.2,-2.161185
119.25,-2.032024
119.3,-1.824288
119.35,-1.959089
119.4,-2.201085
119.45,-2.429068
119.5,-2.665141
119.55,-2.481517
119.6,-2.069503
119.65,-1.864691
119.7,-2.019578
119.75,-2.18116
119.8,-2.350672
119.85,-2.177065
119.9,-1.714951
119.95,-1.575901
120,-1.877672
120.05,-2.143401
120.1,-2.141404
120.15,-2.10158
120.2,-2.047817
120.25,-2.126995
120.3,-2.451637
120.35,-2.758103
120.4,-2.915985
120.45,-2.876076
120.5,-2.980936
120.55,-3.057914
120.6,-2.728449
120.65,-2.252819
120.7,-1.99713
120.75,-2.04877
120.8,-2.27389
120.85,-2.705584
120.9,-2.851169
120.95,-2.622393
121,-2.285425
121.05,-2.077771
121.1,-2.078441
121.15,-2.18064
121.2,-2.002394
121.25,-1.817109
121.3,-1.725196
121.35,-1.83112
121.4,-2.198942
121.45,-2.637117
121.5,-2.774646
121.55,-2.449793
121.6,-2.041463
121.65,-1.914743
121.7,-2.059297
121.75,-2.383759
121.8,-2.744803
121.85,-3.000297
121.9,-3.091154
121.95,-2.996719
122,-2.894652
122.05,-2.405413
122.1,-2.050266
122.15,-1.995444
122.2,-2.029753
122.25,-2.137336
122.3,-2.377765
122.35,-2.462491
122.4,-2.328097
122.45,-2.37204
122.5,-2.264166
122.55,-1.878894
122.6,-1.765612
122.65,-1.844422
122.7,-1.838115
122.75,-2.085509
122.8,-2.306521
122.85,-2.428855
122.9,-2.423126
122.95,-2.512011
123,-2.56916
123.05,-2.563232
123.1,-2.683534
123.15,-2.666074
123.2,-2.729847
123.25,-2.801631
123.3,-2.998158
123.35,-3.237677
123.4,-3.443393
123.45,-3.471124
123.5,-2.971605
123.55,-2.586827
123.6,-2.412822
123.65,-2.629227
123.7,-2.99618
123.75,-3.096959
123.8,-2.795894
123.85,-2.457702
123.9,-2.37304
123.95,-2.57781
124,-2.920829
124.05,-2.909255
124.1,-2.695434
124.15,-2.618911
124.2,-2.724335
124.25,-2.696568
124.3,-2.690474
124.35,-2.762613
124.4,-2.901514
124.45,-3.161421
124.5,-3.303377
124.55,-3.17671
124.6,-3.025562
124.65,-3.007582
124.7,-2.989046
124.75,-2.96626
124.8,-2.925596
124.85,-2.84038
124.9,-2.852905
124.95,-3.030023
125,-2.878334
125.05,-2.566398
125.1,-2.488172
125.15,-2.644587
125.2,-2.701244
125.25,-2.596589
125.3,-2.429031
125.35,-2.286904
125.4,-2.354551
125.45,-2.566643
125.5,-2.602063
125.55,-2.535585
125.6,-2.560419
125.65,-2.57945
125.7,-2.580688
125.75,-2.723531
125.8,-2.665938
125.85,-2.583261
125.9,-2.614044
125.95,-2.649902
126,-2.649902
126.05,-2.649902
126.1,-2.649902
126.15,-2.649902
126.2,-2.649902
126.25,-2.649902
126.3,-2.649902
126.35,-2.649902
126.4,-2.649902
126.45,-2.649902
126.5,-2.649902
126.55,-2.649902
126.6,-2.649902
126.65,-2.649902
126.7,-2.649902
126.75,-2.649902
126.8,-2.649902
126.85,-2.649902
126.9,-2.649902
126.95,-2.649902
127,-2.649902
127.05,-2.649902
127.1,-2.649902
127.15,-2.649902
127.2,-2.649902
127.25,-2.649902
127.3,-2.649902
127.35,-2.649902
127.4,-2.649902
127.45,-2.649902
127.5,-2.649902
127.55,-2.649902
127.6,-2.649902
127.65,-2.649902
127.7,-2.649902
127.75,-2.649902
127.8,-2.649902
127.85,-2.649902
127.9,-2.649902
127.95,-2.649902
128,-2.649902
128.05,-2.649902
128.1,-2.649902
128.15,-2.649902
128.2,-2.649902
128.25,-2.649902
128.3,-2.649902
128.35,-2.649902
128.4,-2.649902
128.45,-2.649902
128.5,-2.649902
128.55,-2.649902
128.6,-2.649902
128.65,-2.649902
128.7,-2.649902
128.75,-2.649902
128.8,-2.649902
128.85,-2.649902
128.9,-2.649902
128.95,-2.649902
129,-2.649902
129.05,-2.649902
129.1,-2.649902
129.15,-2.649902
129.2,-2.649902
129.25,-2.649902
129.3,-2.649902
129.35,-2.649902
129.4,-2.649902
129.45,-2.649902
129.5,-2.649902
129.55,-2.649902
129.6,-2.649902
129.65,-2.649902
129.7,-2.649902
129.75,-2.649902
129.8,-2.649902
129.85,-2.649902
129.9,-2.649902
129.95,-2.649902
130,-2.649902
130.05,-2.649902
130.1,-2.649902
130.15,-2.649902
130.2,-2.649902
130.25,-2.649902
130.3,-2.649902
130.35,-2.649902
130.4,-2.649902
130.45,-2.649902
130.5,-2.649902
130.55,-2.649902
130.6,-2.649902
130.65,-2.649902
130.7,-2.649902
130.75,-2.649902
130.8,-2.649902
130.85,-2.649902
130.9,-2.649902
130.95,-2.649902
131,-2.649902
131.05,-2.649902
131.1,-2.649902
131.15,-2.649902
131.2,-2.649902
131.25,-2.649902
131.3,-2.649902
131.35,-2.649902
131.4,-2.649902
131.45,-2.649902
131.5,-2.649902
131.55,-2.649902
131.6,-2.649902
131.65,-2.649902
131.7,-2.649902
131.75,-2.649902
131.8,-2.649902
131.85,-2.649902
131.9,-2.649902
131.95,-2.649902
132,-2.649902
132.05,-2.649902
132.1,-2.649902
132.15,-2.649902
132.2,-2.649902
132.25,-2.649902
132.3,-2.649902
132.35,-2.649902
132.4,-2.649902
132.45,-2.649902
132.5,-2.649902
132.55,-2.649902
132.6,-2.649902
132.65,-2.649902
132.7,-2.649902
132.75,-2.649902
132.8,-2.649902
132.85,-2.649902
132.9,-2.649902
132.95,-2.649902
133,-2.649902
133.05,-2.649902
133.1,-2.649902
133.15,-2.649902
133.2,-2.649902
133.25,-2.649902
133.3,-2.649902
133.35,-2.649902
133.4,-2.649902
133.45,-2.649902
133.5,-2.649902
133.55,-2.649902
133.6,-2.649902
133.65,-2.649902
133.7,-2.649902
133.75,-2.649902
133.8,-2.649902
133.85,-2.649902
133.9,-2.649902
133.95,-2.649902
134,-2.649902
134.05,-2.649902
134.1,-2.649902
134.15,-2.649902
134.2,-2.649902
134.25,-2.649902
134.3,-2.649902
134.35,-2.649902
134.4,-2.649902
134.45,-2.649902
134.5,-2.649902
134.55,-2.649902
134.6,-2.649902
134.65,-2.649902
134.7,-2.649902
134.75,-2.649902
134.8,-2.649902
134.85,-2.649902
134.9,-2.649902
134.95,-2.649902
135,-2.649902
135.05,-2.649902
135.1,-2.649902
135.15,-2.649902
135.2,-2.649902
135.25,-2.649902
135.3,-2.649902
135.35,-2.649902
135.4,-2.649902
135.45,-2.649902
135.5,-2.649902
135.55,-2.649902
135.6,-2.649902
135.65,-2.649902
135.7,-2.649902
135.75,-2.649902
135.8,-2.649902
135.85,-2.649902
135.9,-2.649902
135.95,-2.649902
136,-2.649902
136.05,-2.649902
136.1,-2.649902
136.15,-2.649902
136.2,-2.649902
136.25,-2.649902
136.3,-2.649902
136.35,-2.649902
136.4,-2.649902
136.45,-2.649902
136.5,-2.649902
136.55,-2.649902
136.6,-2.649902
136.65,-2.649902
136.7,-2.649902
136.75,-2.649902
136.8,-2.649902
136.85,-2.649902
136.9,-2.649902
136.95,-2.649902
137,-2.649902
137.05,-2.649902
137.1,-2.649902
137.15,-2.649902
137.2,-2.649902
137.25,-2.649902
137.3,-2.649902
137.35,-2.649902
137.4,-2.649902
137.45,-2.649902
137.5,-2.649902
137.55,-2.649902
137.6,-2.649902
137.65,-2.649902
137.7,-2.649902
137.75,-2.649902
137.8,-2.649902
137.85,-2.649902
137.9,-2.649902
137.95,-2.649902
138,-2.649902
 
Alignment,On
