TOTAL_BASES	EXPECTED_DISTINCT
10150000000.0	2103725510.0
10160000000.0	2104304050.0
10170000000.0	2104881980.0
10180000000.0	2105459110.0
10190000000.0	2106035500.0
10200000000.0	2106611200.0
10210000000.0	2107186140.0
10220000000.0	2107760390.0
10230000000.0	2108333850.0
10240000000.0	2108906560.0
10250000000.0	2109478670.0
10260000000.0	2110049990.0
10270000000.0	2110620550.0
10280000000.0	2111190430.0
10290000000.0	2111759580.0
10300000000.0	2112327990.0
10310000000.0	2112895800.0
10320000000.0	2113462770.0
10330000000.0	2114029090.0
10340000000.0	2114594660.0
10350000000.0	2115159530.0
10360000000.0	2115723710.0
10370000000.0	2116287170.0
10380000000.0	2116849960.0
10390000000.0	2117411980.0
10400000000.0	2117973380.0
10410000000.0	2118534050.0
10420000000.0	2119094020.0
10430000000.0	2119653260.0
10440000000.0	2120211810.0
10450000000.0	2120769730.0
10460000000.0	2121326910.0
10470000000.0	2121883380.0
10480000000.0	2122439140.0
10490000000.0	2122994260.0
10500000000.0	2123548660.0
10510000000.0	2124102380.0
10520000000.0	2124655440.0
10530000000.0	2125207850.0
10540000000.0	2125759500.0
10550000000.0	2126310490.0
10560000000.0	2126860810.0
10570000000.0	2127410450.0
10580000000.0	2127959370.0
10590000000.0	2128507670.0
10600000000.0	2129055290.0
10610000000.0	2129602200.0
10620000000.0	2130148470.0
10630000000.0	2130694070.0
10640000000.0	2131239000.0
10650000000.0	2131783240.0
10660000000.0	2132326830.0
10670000000.0	2132869750.0
10680000000.0	2133412010.0
10690000000.0	2133953580.0
10700000000.0	2134494520.0
10710000000.0	2135034780.0
10720000000.0	2135574380.0
10730000000.0	2136113370.0
10740000000.0	2136651650.0
10750000000.0	2137189310.0
10760000000.0	2137726290.0
10770000000.0	2138262590.0
10780000000.0	2138798270.0
10790000000.0	2139333320.0
10800000000.0	2139867710.0
10810000000.0	2140401440.0
10820000000.0	2140934500.0
10830000000.0	2141466940.0
10840000000.0	2141998750.0
10850000000.0	2142529890.0
10860000000.0	2143060400.0
10870000000.0	2143590290.0
10880000000.0	2144119510.0
10890000000.0	2144648130.0
10900000000.0	2145176080.0
10910000000.0	2145703380.0
10920000000.0	2146230060.0
10930000000.0	2146756120.0
10940000000.0	2147281530.0
10950000000.0	2147806330.0
10960000000.0	2148330470.0
10970000000.0	2148854000.0
10980000000.0	2149376920.0
10990000000.0	2149899190.0
11000000000.0	2150420860.0
11010000000.0	2150941870.0
11020000000.0	2151462280.0
11030000000.0	2151982060.0
11040000000.0	2152501220.0
11050000000.0	2153019780.0
11060000000.0	2153537690.0
11070000000.0	2154055020.0
11080000000.0	2154571710.0
11090000000.0	2155087790.0
11100000000.0	2155603240.0
11110000000.0	2156118110.0
11120000000.0	2156632330.0
11130000000.0	2157145980.0
11140000000.0	2157659000.0
11150000000.0	2158171410.0
11160000000.0	2158683230.0
11170000000.0	2159194440.0
11180000000.0	2159705030.0
11190000000.0	2160215030.0
11200000000.0	2160724430.0
11210000000.0	2161233220.0
11220000000.0	2161741420.0
11230000000.0	2162249020.0
11240000000.0	2162756000.0
11250000000.0	2163262430.0
11260000000.0	2163768220.0
11270000000.0	2164273440.0
11280000000.0	2164778030.0
11290000000.0	2165282080.0
11300000000.0	2165785510.0
11310000000.0	2166288360.0
11320000000.0	2166790610.0
11330000000.0	2167292280.0
11340000000.0	2167793370.0
11350000000.0	2168293860.0
11360000000.0	2168793800.0
11370000000.0	2169293120.0
11380000000.0	2169791860.0
11390000000.0	2170290030.0
11400000000.0	2170787620.0
11410000000.0	2171284630.0
11420000000.0	2171781060.0
11430000000.0	2172276930.0
11440000000.0	2172772200.0
11450000000.0	2173266890.0
11460000000.0	2173761030.0
11470000000.0	2174254570.0
11480000000.0	2174747560.0
11490000000.0	2175239980.0
11500000000.0	2175731820.0
11510000000.0	2176223090.0
11520000000.0	2176713790.0
11530000000.0	2177203940.0
11540000000.0	2177693520.0
11550000000.0	2178182520.0
11560000000.0	2178670970.0
11570000000.0	2179158850.0
11580000000.0	2179646180.0
11590000000.0	2180132940.0
11600000000.0	2180619160.0
11610000000.0	2181104800.0
11620000000.0	2181589880.0
11630000000.0	2182074420.0
11640000000.0	2182558390.0
11650000000.0	2183041820.0
11660000000.0	2183524690.0
11670000000.0	2184007000.0
11680000000.0	2184488760.0
11690000000.0	2184969990.0
11700000000.0	2185450650.0
11710000000.0	2185930770.0
11720000000.0	2186410330.0
11730000000.0	2186889360.0
11740000000.0	2187367830.0
11750000000.0	2187845780.0
11760000000.0	2188323150.0
11770000000.0	2188800000.0
11780000000.0	2189276310.0
11790000000.0	2189752080.0
11800000000.0	2190227300.0
11810000000.0	2190701980.0
11820000000.0	2191176130.0
11830000000.0	2191649750.0
11840000000.0	2192122830.0
11850000000.0	2192595360.0
11860000000.0	2193067370.0
