Distance from GATC site	Reads + strand	Reads - strand
-1046	88817.000000	89100.500000
-1045	89866.000000	89511.500000
-1044	89714.000000	89872.500000
-1043	89165.500000	89683.500000
-1042	88944.500000	89792.500000
-1041	90138.500000	89710.500000
-1040	88880.500000	89173.500000
-1039	88739.500000	89410.500000
-1038	88703.500000	89421.000000
-1037	88703.000000	90284.000000
-1036	89191.500000	89980.500000
-1035	89080.000000	89520.000000
-1034	89908.000000	89380.500000
-1033	89384.000000	89463.500000
-1032	89687.500000	89408.500000
-1031	89469.000000	90102.000000
-1030	89750.500000	89861.500000
-1029	89413.000000	89457.000000
-1028	89693.500000	88993.000000
-1027	89452.500000	89715.000000
-1026	89902.000000	90329.000000
-1025	90230.000000	89458.000000
-1024	89574.000000	89742.500000
-1023	89677.000000	89953.500000
-1022	89703.500000	89514.000000
-1021	89409.000000	89959.500000
-1020	89945.500000	89761.000000
-1019	89299.000000	89575.500000
-1018	88981.000000	89122.000000
-1017	88566.500000	89848.000000
-1016	88772.500000	89553.000000
-1015	89598.500000	90397.000000
-1014	88977.000000	89982.500000
-1013	89411.000000	89795.500000
-1012	88956.500000	89221.500000
-1011	89853.500000	90087.000000
-1010	89258.000000	90517.000000
-1009	89322.500000	89507.000000
-1008	90068.500000	89985.500000
-1007	89259.500000	89734.000000
-1006	90134.500000	89621.000000
-1005	89984.000000	89858.000000
-1004	89839.500000	89736.000000
-1003	89248.500000	90309.500000
-1002	89443.500000	89887.000000
-1001	90019.000000	89972.500000
-1000	89473.000000	89458.500000
-999	88835.000000	89996.500000
-998	89134.500000	89570.000000
-997	89588.500000	89604.000000
-996	89512.500000	89479.500000
-995	89561.500000	89616.500000
-994	89298.000000	89686.500000
-993	89228.000000	89890.000000
-992	88818.500000	89813.500000
-991	89549.000000	89794.000000
-990	89605.500000	89383.000000
-989	90102.000000	89527.000000
-988	89992.500000	89639.000000
-987	89551.500000	90465.000000
-986	89946.000000	89986.500000
-985	89623.500000	89918.500000
-984	90017.500000	90723.000000
-983	88986.500000	89752.000000
-982	89349.500000	89915.000000
-981	88935.500000	89880.500000
-980	89501.000000	89560.000000
-979	89485.000000	89855.500000
-978	89427.000000	89613.500000
-977	89389.500000	90568.000000
-976	90622.500000	90422.500000
-975	89398.000000	89466.000000
-974	89559.500000	89423.500000
-973	89690.000000	89238.000000
-972	88992.500000	89023.500000
-971	89873.000000	89666.500000
-970	89239.500000	90388.000000
-969	89487.500000	90187.000000
-968	89750.500000	89340.000000
-967	90253.000000	90107.500000
-966	89356.000000	89893.500000
-965	89190.000000	89228.000000
-964	89473.000000	89989.500000
-963	88708.500000	89975.500000
-962	89392.500000	89901.000000
-961	90002.000000	90046.000000
-960	90303.500000	89975.500000
-959	89572.000000	89686.500000
-958	89764.000000	89385.500000
-957	89470.500000	89584.500000
-956	89881.000000	89589.500000
-955	90066.000000	89506.500000
-954	89575.500000	89618.500000
-953	89085.500000	89068.000000
-952	89912.000000	90346.500000
-951	89035.000000	89596.500000
-950	89370.500000	89585.500000
-949	89684.500000	89608.500000
-948	89679.500000	88874.500000
-947	89435.000000	89571.500000
-946	89571.500000	89411.000000
-945	89881.500000	89711.000000
-944	89173.500000	89132.000000
-943	88992.000000	90023.500000
-942	89938.000000	90510.500000
-941	89508.500000	89791.000000
-940	88774.000000	89427.000000
-939	90314.500000	89942.000000
-938	90040.500000	90060.500000
-937	89188.500000	89315.000000
-936	89619.000000	89279.000000
-935	89104.000000	89459.500000
-934	89323.500000	89802.500000
-933	88579.000000	89600.500000
-932	89448.000000	89081.500000
-931	89587.500000	89186.000000
-930	89271.500000	89537.500000
-929	89782.500000	89360.000000
-928	90075.000000	88950.000000
-927	90236.000000	89386.500000
-926	89508.000000	89602.500000
-925	89582.000000	89676.000000
-924	89430.000000	89126.000000
-923	89950.000000	89614.500000
-922	89909.500000	90068.500000
-921	89453.500000	90035.500000
-920	89646.500000	90173.000000
-919	89418.500000	89465.000000
-918	89326.500000	89427.500000
-917	89874.000000	89504.500000
-916	89639.500000	88870.500000
-915	89066.500000	89487.000000
-914	89492.500000	90112.500000
-913	89704.000000	89436.000000
-912	89148.000000	89219.000000
-911	89492.000000	88704.000000
-910	89805.000000	89701.500000
-909	89660.500000	88978.000000
-908	89595.500000	89714.000000
-907	89735.000000	88665.000000
-906	88965.000000	88925.500000
-905	89817.500000	89648.000000
-904	88982.000000	89155.000000
-903	89440.000000	89499.000000
-902	89128.000000	89171.000000
-901	89299.500000	89304.000000
-900	89390.000000	89190.000000
-899	89621.000000	90164.500000
-898	89908.000000	89911.500000
-897	89525.000000	89370.500000
-896	89265.000000	88578.000000
-895	89987.000000	89436.500000
-894	89304.500000	89478.000000
-893	90290.500000	89929.000000
-892	89600.000000	89331.500000
-891	88978.500000	89399.000000
-890	89873.500000	90943.500000
-889	88984.500000	89278.000000
-888	89707.500000	89140.000000
-887	89773.500000	89647.500000
-886	89902.500000	89696.000000
-885	89678.500000	89547.500000
-884	89421.000000	89611.500000
-883	89605.000000	89767.000000
-882	89153.500000	90333.500000
-881	88949.000000	89903.000000
-880	89338.500000	90150.500000
-879	89561.000000	89742.500000
-878	89616.000000	89056.500000
-877	89363.500000	89357.000000
-876	89193.000000	89118.000000
-875	89223.500000	89420.500000
-874	89719.500000	90171.000000
-873	90054.500000	89505.500000
-872	89807.000000	89309.500000
-871	89305.000000	90683.000000
-870	89359.000000	89317.500000
-869	89901.500000	89515.000000
-868	89093.500000	89768.000000
-867	89586.500000	90181.000000
-866	89638.000000	90129.000000
-865	90506.000000	89857.000000
-864	90001.500000	89511.000000
-863	90251.000000	89480.500000
-862	89857.500000	89703.500000
-861	89094.500000	89674.000000
-860	89409.500000	89569.500000
-859	89478.000000	89494.000000
-858	89619.500000	89601.500000
-857	89982.000000	89391.500000
-856	90044.500000	89144.500000
-855	89241.500000	89963.000000
-854	89328.500000	89458.500000
-853	89957.000000	89787.000000
-852	89636.000000	90084.500000
-851	89186.000000	89375.000000
-850	89344.000000	89707.000000
-849	88605.000000	89957.500000
-848	89050.500000	89167.500000
-847	89781.000000	90156.500000
-846	89452.500000	90297.500000
-845	90211.500000	89425.500000
-844	89070.000000	89820.000000
-843	89803.000000	89749.500000
-842	89149.000000	89535.000000
-841	89671.000000	90020.500000
-840	89431.000000	90327.500000
-839	89361.000000	90233.500000
-838	89264.500000	90065.500000
-837	89833.000000	89588.500000
-836	90138.000000	89394.000000
-835	89272.500000	89337.500000
-834	89570.000000	89804.500000
-833	89635.000000	89761.500000
-832	90341.000000	88676.000000
-831	89972.000000	90135.500000
-830	89828.500000	89334.500000
-829	89402.000000	89758.000000
-828	89627.500000	89834.000000
-827	89676.000000	89207.500000
-826	89954.000000	89216.000000
-825	89544.500000	90048.000000
-824	89758.500000	90238.500000
-823	89105.000000	88985.000000
-822	90065.500000	89015.500000
-821	89337.000000	89086.500000
-820	89063.000000	90077.000000
-819	89570.500000	89826.000000
-818	89990.000000	89352.500000
-817	90245.000000	89319.500000
-816	90552.000000	89555.000000
-815	88597.000000	89493.500000
-814	89070.500000	89587.000000
-813	89433.000000	89623.000000
-812	89131.500000	89286.000000
-811	90064.500000	89452.000000
-810	89264.000000	89589.000000
-809	89783.500000	88834.000000
-808	89200.500000	89396.500000
-807	90022.000000	90174.000000
-806	89312.500000	89497.500000
-805	89352.500000	89344.000000
-804	89695.500000	89488.000000
-803	89701.500000	89974.500000
-802	89377.000000	89050.000000
-801	89471.000000	89372.500000
-800	89925.500000	89953.000000
-799	89694.500000	89375.500000
-798	89684.000000	89553.000000
-797	88879.000000	89514.500000
-796	88938.500000	89117.000000
-795	89697.000000	89901.500000
-794	89556.500000	89664.000000
-793	89536.500000	90012.000000
-792	89689.000000	89408.500000
-791	89645.000000	89601.000000
-790	89702.000000	89601.500000
-789	89549.000000	90120.000000
-788	89520.500000	89487.000000
-787	89585.500000	89561.000000
-786	89577.000000	89127.000000
-785	89381.000000	89067.000000
-784	89803.000000	90047.000000
-783	89293.500000	89714.500000
-782	89678.000000	89648.500000
-781	89397.500000	89701.500000
-780	89422.000000	89621.500000
-779	89358.500000	89996.000000
-778	89863.500000	89392.000000
-777	89198.500000	89763.000000
-776	90035.000000	89472.000000
-775	89249.500000	89556.000000
-774	89957.000000	89793.500000
-773	89463.500000	89376.500000
-772	89628.500000	89689.500000
-771	89170.000000	89911.000000
-770	89465.000000	89030.500000
-769	89225.500000	89513.500000
-768	89046.500000	89627.500000
-767	89425.000000	90401.000000
-766	89795.500000	89143.500000
-765	90858.500000	89271.000000
-764	89973.000000	89839.500000
-763	90762.500000	90048.500000
-762	89443.000000	89938.500000
-761	89618.500000	89794.500000
-760	89052.000000	89215.500000
-759	89604.000000	89461.500000
-758	89987.000000	90082.500000
-757	89947.500000	89770.000000
-756	89811.000000	89261.500000
-755	89621.000000	89171.000000
-754	88899.500000	89838.000000
-753	90162.000000	89932.000000
-752	89392.500000	89437.500000
-751	89375.000000	89819.000000
-750	89453.000000	89015.000000
-749	89740.500000	89647.000000
-748	89736.500000	89458.000000
-747	89742.000000	89604.500000
-746	90122.000000	89188.500000
-745	89714.500000	90291.000000
-744	90040.500000	89557.000000
-743	89100.000000	89760.500000
-742	89508.500000	89703.000000
-741	89597.500000	89469.000000
-740	90057.500000	89869.000000
-739	89399.000000	89040.000000
-738	89703.500000	89323.500000
-737	89267.500000	89573.000000
-736	89778.000000	89417.500000
-735	89353.000000	90490.000000
-734	89490.000000	90033.500000
-733	89963.000000	89587.000000
-732	90109.500000	89697.000000
-731	89984.000000	89345.500000
-730	89579.500000	89214.500000
-729	89949.000000	89935.500000
-728	90602.000000	90520.500000
-727	89561.500000	89769.500000
-726	90196.000000	89543.000000
-725	89555.000000	89722.000000
-724	89439.000000	89064.500000
-723	89865.000000	89830.000000
-722	89945.000000	89440.000000
-721	89178.000000	89841.000000
-720	89779.500000	88361.000000
-719	90134.000000	89817.000000
-718	90251.500000	89837.000000
-717	89765.000000	89270.000000
-716	90064.500000	89911.000000
-715	90130.000000	89528.500000
-714	89643.000000	90148.500000
-713	89353.000000	89266.000000
-712	89779.000000	89307.500000
-711	89692.500000	89939.000000
-710	90045.500000	89602.000000
-709	89232.500000	89843.000000
-708	89983.000000	89855.000000
-707	89496.000000	89131.000000
-706	89997.000000	89497.000000
-705	89490.000000	89476.000000
-704	88975.500000	88900.000000
-703	88975.500000	89892.000000
-702	89606.500000	89649.000000
-701	90083.500000	88966.500000
-700	90027.000000	89289.500000
-699	89686.500000	88954.000000
-698	90206.000000	89846.000000
-697	89610.500000	89664.500000
-696	89383.000000	89707.500000
-695	89623.500000	89288.500000
-694	89801.500000	89435.500000
-693	89356.500000	89520.000000
-692	89301.000000	89599.500000
-691	89000.500000	90193.500000
-690	89515.500000	89543.500000
-689	89307.500000	88550.000000
-688	89434.000000	89939.000000
-687	89532.000000	89874.000000
-686	89349.000000	89419.500000
-685	90111.000000	89818.000000
-684	89833.500000	89887.500000
-683	89319.500000	88985.500000
-682	89408.000000	89463.000000
-681	89835.500000	89291.500000
-680	89821.000000	89417.500000
-679	89554.500000	89843.500000
-678	89038.000000	89615.500000
-677	90200.500000	90028.000000
-676	88691.500000	89026.000000
-675	89679.000000	89454.000000
-674	89365.000000	89935.500000
-673	89578.000000	89520.000000
-672	89892.000000	89311.000000
-671	89591.000000	89841.500000
-670	89089.500000	89405.000000
-669	89627.500000	90056.500000
-668	89867.500000	89667.000000
-667	88995.500000	89793.000000
-666	89822.500000	90325.000000
-665	89602.500000	89855.500000
-664	90782.000000	89031.000000
-663	89580.000000	89765.000000
-662	89136.500000	88425.500000
-661	88761.500000	88544.000000
-660	89642.500000	89234.000000
-659	90028.500000	89039.000000
-658	90016.000000	89785.000000
-657	89912.500000	89782.500000
-656	89274.000000	89593.000000
-655	90183.000000	90133.500000
-654	90279.500000	89368.000000
-653	90162.500000	89782.500000
-652	89242.000000	89440.500000
-651	89504.000000	90136.500000
-650	89890.500000	88974.500000
-649	89038.000000	90056.000000
-648	89782.500000	89244.000000
-647	89510.000000	90412.500000
-646	89780.500000	89456.500000
-645	89263.500000	89477.000000
-644	90138.000000	88896.000000
-643	89937.500000	90065.000000
-642	89831.500000	89792.000000
-641	89847.000000	89563.000000
-640	90400.500000	89403.000000
-639	89275.000000	90124.500000
-638	90375.500000	89318.500000
-637	89670.500000	89445.000000
-636	89435.000000	88945.000000
-635	89792.500000	90196.500000
-634	89834.000000	89594.500000
-633	89177.000000	89322.000000
-632	90194.000000	90173.000000
-631	89936.000000	90029.000000
-630	89272.000000	89594.500000
-629	89894.000000	89270.000000
-628	89971.500000	89446.500000
-627	90214.000000	90212.000000
-626	89748.000000	89154.000000
-625	90010.000000	89341.500000
-624	90386.000000	89768.500000
-623	90110.000000	89428.500000
-622	89975.000000	89300.000000
-621	90047.500000	89608.000000
-620	90150.500000	90267.000000
-619	89803.500000	89955.000000
-618	89440.500000	89753.500000
-617	90286.500000	88673.000000
-616	90124.500000	89305.000000
-615	90044.000000	89180.500000
-614	90388.000000	90230.000000
-613	89887.500000	89229.500000
-612	89775.000000	89579.500000
-611	89804.500000	89699.500000
-610	89658.500000	89801.500000
-609	89887.000000	89494.500000
-608	89687.000000	89588.000000
-607	90256.000000	89171.000000
-606	89964.000000	89313.000000
-605	89620.500000	89292.000000
-604	89729.500000	90008.500000
-603	90325.500000	89859.000000
-602	89955.500000	89891.000000
-601	90239.000000	89888.000000
-600	90129.000000	89266.000000
-599	89902.000000	89549.000000
-598	89698.500000	89869.500000
-597	89887.500000	89720.500000
-596	90520.000000	89957.500000
-595	89874.000000	89709.000000
-594	90609.500000	90307.500000
-593	90580.500000	89129.000000
-592	89866.500000	89597.000000
-591	90335.500000	89480.000000
-590	89570.500000	90321.000000
-589	89968.500000	90206.000000
-588	89973.000000	89210.500000
-587	89613.000000	89640.500000
-586	90057.000000	90219.000000
-585	90097.000000	89639.000000
-584	89718.000000	89892.500000
-583	89719.500000	90195.500000
-582	90108.500000	90306.500000
-581	90186.500000	89596.000000
-580	90609.500000	89643.000000
-579	89705.500000	89474.500000
-578	89518.000000	90192.500000
-577	90173.500000	89844.500000
-576	89979.500000	89715.500000
-575	90244.000000	89528.000000
-574	90110.000000	89341.500000
-573	89833.500000	89821.500000
-572	89701.000000	89790.000000
-571	90146.000000	89849.000000
-570	90016.000000	90116.000000
-569	89458.000000	89860.000000
-568	89844.000000	89077.000000
-567	89603.500000	89252.000000
-566	91065.000000	89532.000000
-565	90589.500000	89383.500000
-564	90756.500000	89241.000000
-563	90719.000000	89652.000000
-562	89882.000000	89676.000000
-561	89900.000000	89936.500000
-560	90319.000000	89277.500000
-559	91066.500000	90275.000000
-558	90045.000000	89572.000000
-557	90633.000000	90129.000000
-556	90347.500000	90262.500000
-555	89987.500000	90099.500000
-554	90460.500000	89582.500000
-553	89756.500000	90081.500000
-552	90262.000000	90266.000000
-551	90717.000000	89667.000000
-550	90769.000000	90149.500000
-549	90106.500000	90125.500000
-548	90587.500000	89372.000000
-547	89892.500000	89902.500000
-546	90252.000000	90299.500000
-545	90267.000000	90526.000000
-544	89989.000000	89910.000000
-543	89922.500000	89824.000000
-542	90256.500000	90050.000000
-541	90547.500000	90334.000000
-540	90807.500000	90427.500000
-539	91002.000000	89765.500000
-538	90604.500000	89962.000000
-537	90878.500000	90359.500000
-536	91354.500000	90030.500000
-535	89877.000000	89750.500000
-534	90760.000000	89914.000000
-533	90782.000000	90411.500000
-532	91277.000000	90105.500000
-531	90222.000000	89589.000000
-530	90063.500000	89760.500000
-529	90871.500000	89929.000000
-528	90290.000000	89767.000000
-527	90279.000000	89430.000000
-526	90359.500000	88980.000000
-525	90534.000000	90099.500000
-524	91018.000000	89558.000000
-523	91682.500000	89861.000000
-522	90293.000000	90319.000000
-521	90601.000000	89864.500000
-520	91122.500000	89559.000000
-519	91038.500000	90460.500000
-518	90397.000000	90208.500000
-517	91222.500000	90250.000000
-516	91175.500000	89640.000000
-515	91396.500000	89337.500000
-514	91258.000000	90058.500000
-513	91303.500000	90388.000000
-512	91308.000000	89175.500000
-511	91653.000000	89773.500000
-510	91213.500000	90076.500000
-509	91298.000000	90093.500000
-508	91105.000000	90332.500000
-507	90597.500000	89613.000000
-506	91717.500000	89579.500000
-505	91369.000000	90194.000000
-504	91728.000000	89659.000000
-503	92277.500000	89911.000000
-502	91499.000000	89507.000000
-501	90548.500000	89666.500000
-500	91764.500000	89692.000000
-499	91597.000000	90295.000000
-498	92197.000000	90273.500000
-497	92729.500000	90195.500000
-496	92293.500000	90523.500000
-495	91857.500000	89582.000000
-494	92058.000000	89911.500000
-493	92762.500000	90517.000000
-492	92119.500000	89979.000000
-491	92519.000000	89803.000000
-490	92852.500000	90154.000000
-489	92492.000000	89464.500000
-488	92430.500000	90149.000000
-487	92668.000000	90512.000000
-486	93165.500000	89831.000000
-485	92662.500000	89856.500000
-484	93235.000000	89780.500000
-483	93106.500000	89951.500000
-482	92236.500000	90052.500000
-481	93292.000000	90398.500000
-480	93159.000000	89441.000000
-479	93592.500000	90374.500000
-478	93211.500000	89733.500000
-477	93367.000000	89613.000000
-476	93554.000000	90526.500000
-475	93601.500000	90398.500000
-474	94070.500000	89976.500000
-473	94333.000000	89678.500000
-472	93667.500000	89876.000000
-471	93688.000000	89515.500000
-470	94358.500000	90270.500000
-469	94311.500000	89380.000000
-468	94432.500000	89751.500000
-467	94654.500000	89758.500000
-466	94379.500000	89925.500000
-465	94928.500000	89931.500000
-464	94724.000000	90226.000000
-463	95540.500000	89343.500000
-462	95214.000000	88928.000000
-461	94636.000000	89571.000000
-460	94726.500000	89582.000000
-459	95273.500000	89481.500000
-458	95827.000000	89686.000000
-457	95873.500000	89882.000000
-456	95764.500000	89281.500000
-455	96065.000000	90073.000000
-454	95911.000000	89294.500000
-453	95504.000000	89525.500000
-452	95799.000000	89043.500000
-451	95989.000000	89345.000000
-450	97644.500000	89233.500000
-449	95974.500000	89457.000000
-448	96970.000000	89635.000000
-447	96263.500000	89786.000000
-446	97073.000000	90243.500000
-445	95455.500000	89314.000000
-444	97560.500000	89888.500000
-443	97097.500000	89874.500000
-442	97513.500000	89728.500000
-441	97608.500000	89422.500000
-440	97821.500000	90192.500000
-439	97498.500000	89107.000000
-438	98231.500000	89981.500000
-437	97946.500000	89461.500000
-436	97892.500000	89401.000000
-435	97984.000000	89401.500000
-434	98213.000000	89874.500000
-433	98244.500000	89677.500000
-432	98856.500000	89374.000000
-431	98013.500000	89300.500000
-430	99478.000000	89669.000000
-429	99701.000000	89895.500000
-428	99333.000000	89663.000000
-427	99396.500000	89504.500000
-426	99257.500000	89909.000000
-425	99560.000000	89157.000000
-424	99891.500000	89691.000000
-423	100822.000000	90059.500000
-422	100674.000000	89987.000000
-421	100524.500000	89219.000000
-420	100141.500000	89634.000000
-419	100684.500000	89216.500000
-418	101008.500000	89539.500000
-417	101285.000000	88769.500000
-416	100675.000000	89561.500000
-415	101405.500000	89603.500000
-414	101286.500000	89078.000000
-413	101373.500000	89121.500000
-412	101892.500000	89915.000000
-411	102243.000000	89075.500000
-410	102202.500000	89682.500000
-409	102134.000000	89902.000000
-408	102988.500000	89699.000000
-407	103174.000000	89637.500000
-406	103720.500000	88995.000000
-405	103636.500000	89144.500000
-404	104107.500000	89388.000000
-403	103722.500000	89373.000000
-402	104217.500000	88869.000000
-401	104822.500000	89497.500000
-400	104925.500000	89363.000000
-399	104446.500000	89382.000000
-398	105146.000000	89033.500000
-397	105824.000000	88951.000000
-396	105485.500000	89437.000000
-395	105964.000000	89087.000000
-394	105386.000000	89292.500000
-393	105764.500000	89583.500000
-392	106612.500000	89283.500000
-391	107048.000000	88922.000000
-390	107137.000000	89197.500000
-389	106999.000000	88839.000000
-388	107472.000000	89233.000000
-387	107515.000000	88983.500000
-386	107863.000000	89121.500000
-385	107888.000000	89162.500000
-384	108896.500000	88881.000000
-383	108240.000000	89317.000000
-382	108658.000000	88645.500000
-381	108759.500000	88763.000000
-380	109464.000000	89044.500000
-379	109851.000000	88893.000000
-378	110440.500000	89837.000000
-377	110099.500000	88679.000000
-376	111515.500000	88956.000000
-375	111290.500000	89195.000000
-374	111795.000000	88938.000000
-373	112024.000000	88857.000000
-372	111410.500000	88769.000000
-371	112268.500000	88618.000000
-370	113280.500000	89215.000000
-369	113101.500000	88517.000000
-368	113417.500000	88705.500000
-367	114082.000000	89221.500000
-366	114113.500000	89108.500000
-365	114535.000000	89136.500000
-364	115123.000000	88492.500000
-363	114207.500000	89478.500000
-362	116001.000000	88415.500000
-361	115573.500000	88599.500000
-360	116219.000000	88943.000000
-359	117099.500000	89116.500000
-358	117151.500000	88827.000000
-357	118025.000000	88296.500000
-356	117554.000000	88296.500000
-355	118309.500000	88108.500000
-354	118814.500000	88387.000000
-353	119942.000000	87888.500000
-352	119911.500000	88060.500000
-351	120450.000000	88107.500000
-350	121053.000000	89322.500000
-349	121245.500000	88364.500000
-348	121711.500000	88494.500000
-347	122388.500000	88237.500000
-346	122702.500000	88464.500000
-345	123736.000000	88317.500000
-344	124686.000000	88300.500000
-343	124537.500000	87944.000000
-342	124518.500000	87662.500000
-341	124912.000000	87450.500000
-340	125206.500000	87389.500000
-339	125778.000000	87672.000000
-338	125706.000000	87179.500000
-337	127445.500000	88096.500000
-336	127338.500000	87048.000000
-335	128864.000000	87413.500000
-334	128491.500000	87659.000000
-333	128574.500000	86852.000000
-332	129171.500000	87721.000000
-331	129361.500000	87542.000000
-330	130678.000000	87374.500000
-329	130502.500000	88007.500000
-328	132495.500000	86968.500000
-327	132890.500000	87367.000000
-326	133190.000000	87599.500000
-325	133405.500000	86669.000000
-324	133742.000000	86709.000000
-323	135152.000000	86611.500000
-322	135345.500000	86789.000000
-321	135667.000000	86706.000000
-320	135584.000000	86557.500000
-319	137170.000000	86708.000000
-318	137811.000000	86620.000000
-317	138252.500000	86199.500000
-316	137878.000000	86379.000000
-315	138415.500000	87204.500000
-314	140730.000000	86241.500000
-313	140626.500000	86426.000000
-312	140314.500000	87336.000000
-311	141383.500000	86991.500000
-310	142435.000000	85879.500000
-309	142743.500000	86829.000000
-308	143447.000000	86029.000000
-307	144509.500000	85433.000000
-306	145489.000000	86089.000000
-305	144872.500000	86362.500000
-304	146081.500000	85689.500000
-303	146022.500000	86112.500000
-302	146139.000000	85650.500000
-301	147395.000000	85065.000000
-300	148206.000000	85274.000000
-299	149256.000000	85591.500000
-298	148903.500000	85761.500000
-297	149632.500000	85178.500000
-296	150646.500000	84741.500000
-295	151691.000000	84616.500000
-294	151093.500000	85290.500000
-293	151912.000000	84684.000000
-292	152634.000000	84998.500000
-291	153962.000000	84846.000000
-290	153457.000000	84305.000000
-289	155550.500000	84588.000000
-288	155256.000000	84672.000000
-287	154856.500000	84236.500000
-286	156121.500000	84137.000000
-285	156565.000000	84172.000000
-284	156081.000000	84178.500000
-283	157302.500000	84208.500000
-282	158351.000000	84358.500000
-281	158434.500000	84424.000000
-280	158854.000000	83678.000000
-279	158967.500000	84168.000000
-278	159464.000000	84373.000000
-277	161427.000000	84303.500000
-276	161407.000000	83838.000000
-275	161881.500000	82944.000000
-274	162856.000000	83429.000000
-273	163378.500000	83594.500000
-272	163772.000000	83128.500000
-271	162918.500000	83483.500000
-270	164797.000000	83163.500000
-269	163636.500000	83537.000000
-268	165106.000000	83176.000000
-267	165617.500000	83628.000000
-266	167065.500000	82631.500000
-265	167232.500000	83225.500000
-264	167555.500000	83664.500000
-263	168247.000000	83705.000000
-262	168873.000000	82816.000000
-261	168525.000000	82451.500000
-260	169154.000000	83391.500000
-259	169775.000000	82832.500000
-258	170234.000000	82891.000000
-257	170639.000000	83111.500000
-256	170849.000000	83185.000000
-255	171170.500000	83251.500000
-254	172001.500000	83059.500000
-253	172089.500000	83127.500000
-252	171547.000000	83249.500000
-251	171318.500000	83147.500000
-250	170189.000000	82827.500000
-249	170518.000000	83032.000000
-248	170350.500000	82146.500000
-247	171746.000000	82801.000000
-246	171414.000000	82898.500000
-245	171419.000000	83060.500000
-244	171006.500000	82988.500000
-243	173041.000000	83249.500000
-242	171183.500000	83118.000000
-241	170959.000000	83216.000000
-240	170945.500000	82949.500000
-239	169966.000000	82331.000000
-238	170262.000000	82411.500000
-237	170659.000000	82374.500000
-236	170080.500000	81854.500000
-235	170489.500000	82488.500000
-234	171030.000000	81909.500000
-233	170810.500000	81906.500000
-232	170815.000000	81677.500000
-231	171732.500000	82151.500000
-230	170945.500000	82401.500000
-229	170776.500000	81738.000000
-228	170369.500000	81907.500000
-227	171417.500000	82009.500000
-226	170772.500000	81986.500000
-225	172099.000000	81394.000000
-224	171964.500000	81462.000000
-223	173399.500000	80688.500000
-222	172653.000000	80413.500000
-221	173167.500000	80930.000000
-220	173354.500000	80211.500000
-219	173264.500000	78384.500000
-218	171497.000000	77895.000000
-217	172610.000000	77596.500000
-216	172533.500000	77526.500000
-215	173899.500000	77201.000000
-214	174194.000000	76812.000000
-213	175097.000000	76786.500000
-212	175040.500000	76276.500000
-211	174487.500000	76679.000000
-210	174275.000000	76269.500000
-209	172733.500000	76207.000000
-208	173429.500000	75270.500000
-207	174186.000000	74580.000000
-206	173261.500000	74599.500000
-205	173515.000000	74459.500000
-204	174091.000000	73753.000000
-203	173860.000000	73447.000000
-202	175129.500000	73247.500000
-201	176041.000000	73166.500000
-200	175804.000000	73103.500000
-199	175600.000000	72223.000000
-198	173966.000000	71805.000000
-197	173285.000000	71497.500000
-196	173250.000000	71770.000000
-195	172442.000000	71356.000000
-194	174836.500000	72060.500000
-193	175092.000000	71726.000000
-192	174500.500000	71706.000000
-191	174856.500000	71567.000000
-190	174637.000000	72207.500000
-189	175284.500000	71326.500000
-188	174282.000000	70421.500000
-187	173795.500000	71227.000000
-186	173858.000000	70829.500000
-185	172902.500000	69817.000000
-184	173294.500000	70240.000000
-183	174842.500000	70094.500000
-182	175060.500000	70690.000000
-181	176467.500000	70734.000000
-180	176325.000000	69507.000000
-179	176707.000000	70576.500000
-178	176113.000000	70148.000000
-177	178047.500000	69941.500000
-176	178269.500000	70750.500000
-175	175850.500000	71621.000000
-174	175738.000000	75096.500000
-173	175182.000000	88801.500000
-172	175645.000000	84255.000000
-171	175706.500000	77180.500000
-170	175630.500000	68991.000000
-169	175703.000000	67819.000000
-168	176191.000000	66814.500000
-167	174544.500000	66426.000000
-166	173377.000000	66562.000000
-165	173930.500000	65857.500000
-164	173775.000000	66060.000000
-163	174553.500000	65929.000000
-162	173737.000000	64876.000000
-161	174010.000000	64636.000000
-160	175815.500000	65073.500000
-159	175492.000000	64077.500000
-158	175255.000000	64486.500000
-157	174395.000000	65113.500000
-156	173205.000000	66480.500000
-155	171089.000000	65115.000000
-154	171683.000000	64215.000000
-153	171085.500000	63502.500000
-152	172132.500000	63427.500000
-151	174054.500000	62728.000000
-150	173941.000000	62662.000000
-149	174197.500000	62735.500000
-148	173626.500000	62081.000000
-147	172877.000000	61682.500000
-146	171155.500000	61368.000000
-145	171886.000000	62137.500000
-144	169957.500000	61914.000000
-143	168276.000000	61699.000000
-142	170773.000000	61362.500000
-141	172075.500000	61456.500000
-140	172287.500000	60869.000000
-139	172543.000000	60002.500000
-138	173949.500000	60073.500000
-137	173508.000000	60384.000000
-136	173601.000000	60221.500000
-135	170450.000000	60379.000000
-134	167905.500000	60727.000000
-133	169433.500000	61144.000000
-132	167548.500000	59964.000000
-131	168694.500000	59051.500000
-130	168988.000000	58254.500000
-129	170268.500000	58262.500000
-128	169253.500000	57910.000000
-127	169703.000000	57903.500000
-126	169281.000000	57672.000000
-125	168103.500000	57372.500000
-124	166165.500000	56969.500000
-123	165768.000000	56957.500000
-122	165298.000000	56310.000000
-121	164971.000000	56484.000000
-120	167787.000000	56454.500000
-119	169415.000000	56032.000000
